table_name,ordinal_position,column_name,data_type,is_nullable
facility_partnerships,10,end_date,date,YES
facility_partnerships,11,participants_served,integer,YES
facility_partnerships,12,description,text,YES
facility_partnerships,13,created_at,timestamp with time zone,YES
facility_partnerships,14,updated_at,timestamp with time zone,YES
fellows,1,id,integer,NO
fellows,2,full_name,text,NO
fellows,3,role_title,text,YES
fellows,4,fellow_status,text,YES
fellows,5,areas_of_expertise,ARRAY,YES
fellows,6,created_at,timestamp without time zone,YES
fellows,7,additional_data,jsonb,YES
fellows,8,organization,text,YES
fellows,9,bio,text,YES
fellows,10,city,text,YES
fellows,11,state,text,YES
fellows,12,country,text,YES
fellows,13,linkedin_url,text,YES
fellows,14,website_url,text,YES
fellows,15,cohort_year,integer,YES
fellows,16,email,text,YES
fellows,17,fellowship_goals,jsonb,YES
fellows,18,impact_areas,ARRAY,YES
finance_ai_routing_suggestions,1,id,uuid,NO
finance_ai_routing_suggestions,2,source_table,text,NO
finance_ai_routing_suggestions,3,source_record_id,text,NO
finance_ai_routing_suggestions,4,vendor_name,text,YES
finance_ai_routing_suggestions,5,amount,numeric,YES
finance_ai_routing_suggestions,6,txn_date,date,YES
finance_ai_routing_suggestions,7,bank_account,text,YES
finance_ai_routing_suggestions,8,description,text,YES
finance_ai_routing_suggestions,9,suggested_project_code,text,NO
finance_ai_routing_suggestions,10,confidence,numeric,NO
finance_ai_routing_suggestions,11,reason,text,YES
finance_ai_routing_suggestions,12,risk_flags,ARRAY,YES
finance_ai_routing_suggestions,13,model,text,NO
finance_ai_routing_suggestions,14,prompt_version,text,NO
finance_ai_routing_suggestions,15,input_tokens,integer,YES
finance_ai_routing_suggestions,16,output_tokens,integer,YES
finance_ai_routing_suggestions,17,created_at,timestamp with time zone,NO
finance_ai_routing_suggestions,18,applied_at,timestamp with time zone,YES
finance_ai_routing_suggestions,19,applied_to_source,boolean,NO
finance_ai_routing_suggestions,20,rejected_at,timestamp with time zone,YES
finance_ai_routing_suggestions,21,rejected_reason,text,YES
finance_ai_routing_suggestions,22,superseded_at,timestamp with time zone,YES
finance_ai_routing_suggestions,23,applied_to_xero_at,timestamp with time zone,YES
finance_ai_routing_suggestions,24,applied_to_xero_error,text,YES
finance_receipt_bank_line_links,1,id,uuid,NO
finance_receipt_bank_line_links,2,bank_line_id,uuid,NO
finance_receipt_bank_line_links,3,receipt_document_id,uuid,NO
finance_receipt_bank_line_links,4,link_status,text,NO
finance_receipt_bank_line_links,5,match_method,text,NO
finance_receipt_bank_line_links,6,confidence,numeric,YES
finance_receipt_bank_line_links,7,rank,integer,YES
finance_receipt_bank_line_links,8,is_best_candidate,boolean,NO
finance_receipt_bank_line_links,9,vendor_score,numeric,YES
finance_receipt_bank_line_links,10,amount_score,numeric,YES
finance_receipt_bank_line_links,11,date_score,numeric,YES
finance_receipt_bank_line_links,12,amount_delta,numeric,YES
finance_receipt_bank_line_links,13,date_delta_days,integer,YES
finance_receipt_bank_line_links,14,review_owner,text,YES
finance_receipt_bank_line_links,15,review_note,text,YES
finance_receipt_bank_line_links,16,xero_action,text,NO
finance_receipt_bank_line_links,17,provenance,jsonb,NO
finance_receipt_bank_line_links,18,created_by,text,NO
finance_receipt_bank_line_links,19,created_at,timestamp with time zone,NO
finance_receipt_bank_line_links,20,updated_at,timestamp with time zone,NO
finance_receipt_documents,1,id,uuid,NO
finance_receipt_documents,2,source,text,NO
finance_receipt_documents,3,source_record_id,text,NO
finance_receipt_documents,4,source_table,text,YES
finance_receipt_documents,5,mailbox,text,YES
finance_receipt_documents,6,gmail_message_id,text,YES
finance_receipt_documents,7,gmail_thread_id,text,YES
finance_receipt_documents,8,from_email,text,YES
finance_receipt_documents,9,subject,text,YES
finance_receipt_documents,10,received_at,timestamp with time zone,YES
finance_receipt_documents,11,vendor_name,text,YES
finance_receipt_documents,12,document_number,text,YES
finance_receipt_documents,13,document_date,date,YES
finance_receipt_documents,14,amount_total,numeric,YES
finance_receipt_documents,15,tax_amount,numeric,YES
finance_receipt_documents,16,currency_code,text,YES
finance_receipt_documents,17,attachment_url,text,YES
finance_receipt_documents,18,attachment_storage_path,text,YES
finance_receipt_documents,19,attachment_filename,text,YES
finance_receipt_documents,20,attachment_content_type,text,YES
finance_receipt_documents,21,attachment_size_bytes,integer,YES
finance_receipt_documents,22,file_sha256,text,YES
finance_receipt_documents,23,xero_transaction_id,text,YES
finance_receipt_documents,24,xero_bank_transaction_id,text,YES
finance_receipt_documents,25,xero_invoice_id,text,YES
finance_receipt_documents,26,xero_file_id,text,YES
finance_receipt_documents,27,xero_attachment_id,text,YES
finance_receipt_documents,28,xero_tenant_id,text,YES
finance_receipt_documents,29,project_code,text,YES
finance_receipt_documents,30,entity_code,text,YES
finance_receipt_documents,31,ocr_text,text,YES
finance_receipt_documents,32,extracted_fields,jsonb,NO
finance_receipt_documents,33,provenance,jsonb,NO
finance_receipt_documents,34,status,text,NO
finance_receipt_documents,35,created_at,timestamp with time zone,NO
finance_receipt_documents,36,updated_at,timestamp with time zone,NO
finance_receipt_ingestion_runs,1,id,uuid,NO
finance_receipt_ingestion_runs,2,run_key,text,NO
finance_receipt_ingestion_runs,3,run_type,text,NO
finance_receipt_ingestion_runs,4,source_scope,ARRAY,NO
finance_receipt_ingestion_runs,5,quarter_scope,ARRAY,NO
finance_receipt_ingestion_runs,6,date_start,date,YES
finance_receipt_ingestion_runs,7,date_end,date,YES
finance_receipt_ingestion_runs,8,dry_run,boolean,NO
finance_receipt_ingestion_runs,9,status,text,NO
finance_receipt_ingestion_runs,10,rows_seen,integer,NO
finance_receipt_ingestion_runs,11,documents_upserted,integer,NO
finance_receipt_ingestion_runs,12,links_upserted,integer,NO
finance_receipt_ingestion_runs,13,summary,jsonb,NO
finance_receipt_ingestion_runs,14,error_message,text,YES
finance_receipt_ingestion_runs,15,started_at,timestamp with time zone,NO
finance_receipt_ingestion_runs,16,completed_at,timestamp with time zone,YES
financial_by_account,1,account_email,text,YES
financial_by_account,2,document_type,text,YES
financial_by_account,3,document_count,bigint,YES
financial_by_account,4,total_amount,numeric,YES
financial_by_account,5,avg_confidence,numeric,YES
financial_by_account,6,auto_matched_count,bigint,YES
financial_monthly_summary,1,month,timestamp with time zone,YES
financial_monthly_summary,2,account_email,text,YES
financial_monthly_summary,3,document_type,text,YES
financial_monthly_summary,4,transaction_count,bigint,YES
financial_monthly_summary,5,total_amount,numeric,YES
financial_monthly_summary,6,avg_confidence,numeric,YES
financial_overview_cache,1,id,uuid,NO
financial_overview_cache,2,fy,text,NO
financial_overview_cache,3,data,jsonb,NO
financial_overview_cache,4,computed_at,timestamp with time zone,YES
financial_overview_cache,5,computation_ms,integer,YES
financial_snapshots,1,id,uuid,NO
financial_snapshots,2,month,date,NO
financial_snapshots,3,income,numeric,YES
financial_snapshots,4,expenses,numeric,YES
financial_snapshots,5,net,numeric,YES
financial_snapshots,6,income_breakdown,jsonb,YES
financial_snapshots,7,expense_breakdown,jsonb,YES
financial_snapshots,8,opening_balance,numeric,YES
financial_snapshots,9,closing_balance,numeric,YES
financial_snapshots,10,source,text,YES
financial_snapshots,11,is_projection,boolean,YES
financial_snapshots,12,confidence,numeric,YES
financial_snapshots,13,notes,text,YES
financial_snapshots,14,created_at,timestamp with time zone,YES
financial_snapshots,15,updated_at,timestamp with time zone,YES
financial_summary,1,id,uuid,NO
financial_summary,2,reported_at,timestamp with time zone,NO
financial_summary,3,total_revenue,numeric,NO
financial_summary,4,community_share,numeric,NO
financial_summary,5,community_percentage,numeric,NO
financial_summary,6,operating_expenses,numeric,NO
financial_summary,7,net_available_for_communities,numeric,NO
financial_summary,8,income,numeric,NO
financial_summary,9,expenses,numeric,NO
financial_summary,10,net_income,numeric,NO
financial_summary,11,transaction_count,integer,NO
financial_summary,12,created_at,timestamp with time zone,NO
foundation_categories,1,category_slug,text,NO
foundation_categories,2,label,text,NO
foundation_categories,3,parent_slug,text,YES
foundation_categories,4,description,text,YES
foundation_categories,5,color_hex,text,NO
foundation_categories,6,sort_order,integer,NO
foundation_categories,7,created_at,timestamp with time zone,NO
foundation_categories,8,updated_at,timestamp with time zone,NO
foundation_category_assignments,1,foundation_id,uuid,NO
foundation_category_assignments,2,category_slug,text,NO
foundation_category_assignments,3,assignment_kind,text,NO
foundation_category_assignments,4,confidence,numeric,NO
foundation_category_assignments,5,evidence_text,text,YES
foundation_category_assignments,6,evidence_url,text,YES
foundation_category_assignments,7,assignment_source,text,NO
foundation_category_assignments,8,classifier_version,text,NO
foundation_category_assignments,9,created_at,timestamp with time zone,NO
foundation_category_assignments,10,updated_at,timestamp with time zone,NO
foundation_geo_focus,1,id,uuid,NO
foundation_geo_focus,2,foundation_id,uuid,NO
foundation_geo_focus,3,geo_type,text,NO
foundation_geo_focus,4,geo_code,text,YES
foundation_geo_focus,5,geo_name,text,NO
foundation_geo_focus,6,confidence,numeric,NO
foundation_geo_focus,7,evidence_text,text,YES
foundation_geo_focus,8,evidence_url,text,YES
foundation_geo_focus,9,assignment_source,text,NO
foundation_geo_focus,10,classifier_version,text,NO
foundation_geo_focus,11,created_at,timestamp with time zone,NO
foundation_geo_focus,12,updated_at,timestamp with time zone,NO
foundation_grantees,1,id,uuid,NO
foundation_grantees,2,foundation_id,uuid,NO
foundation_grantees,3,foundation_abn,text,YES
foundation_grantees,4,foundation_name,text,NO
foundation_grantees,5,grantee_name,text,NO
foundation_grantees,6,grantee_name_normalised,text,NO
foundation_grantees,7,grantee_entity_id,uuid,YES
foundation_grantees,8,grantee_abn,text,YES
foundation_grantees,9,grant_amount,numeric,YES
foundation_grantees,10,grant_year,integer,YES
foundation_grantees,11,program_name,text,YES
foundation_grantees,12,source_url,text,NO
foundation_grantees,13,source_document_url,text,NO
foundation_grantees,14,evidence_text,text,YES
foundation_grantees,15,link_method,text,YES
foundation_grantees,16,extraction_method,text,NO
foundation_grantees,17,confidence,text,YES
foundation_grantees,18,metadata,jsonb,NO
foundation_grantees,19,extracted_at,timestamp with time zone,NO
foundation_grantees,20,updated_at,timestamp with time zone,NO
foundation_grantees,21,yj_relevant,boolean,YES
foundation_grantees,22,yj_category,text,YES
foundation_grantees,23,yj_classified_at,timestamp with time zone,YES
foundation_grantees,24,yj_confidence,numeric,YES
foundation_grantees,25,yj_evidence_snippet,text,YES
foundation_notes,1,id,bigint,NO
foundation_notes,2,user_id,uuid,NO
foundation_notes,3,foundation_id,uuid,YES
foundation_notes,4,foundation_abn,text,YES
foundation_notes,5,note_type,text,YES
foundation_notes,6,title,text,YES
foundation_notes,7,content,text,NO
foundation_notes,8,contact_name,text,YES
foundation_notes,9,contact_role,text,YES
foundation_notes,10,contact_email,text,YES
foundation_notes,11,next_action,text,YES
foundation_notes,12,next_action_date,date,YES
foundation_notes,13,created_at,timestamp with time zone,YES
foundation_notes,14,updated_at,timestamp with time zone,YES
foundation_people,1,id,uuid,NO
foundation_people,2,foundation_id,uuid,NO
foundation_people,3,foundation_abn,text,YES
foundation_people,4,foundation_name,text,NO
foundation_people,5,person_name,text,NO
foundation_people,6,person_name_normalised,text,NO
foundation_people,7,role_title,text,YES
foundation_people,8,role_type,text,NO
foundation_people,9,person_entity_id,uuid,YES
foundation_people,10,source_url,text,NO
foundation_people,11,source_document_url,text,NO
foundation_people,12,evidence_text,text,YES
foundation_people,13,extraction_method,text,NO
foundation_people,14,confidence,text,YES
foundation_people,15,metadata,jsonb,NO
foundation_people,16,extracted_at,timestamp with time zone,NO
foundation_people,17,updated_at,timestamp with time zone,NO
foundation_power_profiles,1,foundation_id,uuid,NO
foundation_power_profiles,2,capital_holder_class,text,NO
foundation_power_profiles,3,capital_source_class,text,NO
foundation_power_profiles,4,reportable_in_power_map,boolean,NO
foundation_power_profiles,5,public_grant_surface,boolean,NO
foundation_power_profiles,6,openness_score,numeric,NO
foundation_power_profiles,7,approachability_score,numeric,NO
foundation_power_profiles,8,gatekeeping_score,numeric,NO
foundation_power_profiles,9,capital_power_score,numeric,NO
foundation_power_profiles,10,classification_confidence,text,NO
foundation_power_profiles,11,classifier_version,text,NO
foundation_power_profiles,12,reasons,ARRAY,NO
foundation_power_profiles,13,evidence,jsonb,NO
foundation_power_profiles,14,created_at,timestamp with time zone,NO
foundation_power_profiles,15,updated_at,timestamp with time zone,NO
foundation_program_years,1,id,uuid,NO
foundation_program_years,2,foundation_program_id,uuid,NO
foundation_program_years,3,foundation_id,uuid,NO
foundation_program_years,4,report_year,integer,YES
foundation_program_years,5,fiscal_year,text,YES
foundation_program_years,6,summary,text,YES
foundation_program_years,7,reported_amount,numeric,YES
foundation_program_years,8,partners,jsonb,NO
foundation_program_years,9,places,jsonb,NO
foundation_program_years,10,outcomes,jsonb,NO
foundation_program_years,11,source_report_url,text,YES
foundation_program_years,12,metadata,jsonb,NO
foundation_program_years,13,created_at,timestamp with time zone,NO
foundation_program_years,14,updated_at,timestamp with time zone,NO
foundation_programs,1,id,uuid,NO
foundation_programs,2,foundation_id,uuid,YES
foundation_programs,3,name,text,NO
foundation_programs,4,url,text,YES
foundation_programs,5,description,text,YES
foundation_programs,6,amount_min,numeric,YES
foundation_programs,7,amount_max,numeric,YES
foundation_programs,8,deadline,date,YES
foundation_programs,9,status,text,YES
foundation_programs,10,categories,ARRAY,YES
foundation_programs,11,eligibility,text,YES
foundation_programs,12,application_process,text,YES
foundation_programs,13,scraped_at,timestamp with time zone,YES
foundation_programs,14,created_at,timestamp with time zone,YES
foundation_programs,15,program_type,text,YES
foundation_programs,16,slug,text,YES
foundation_programs,17,metadata,jsonb,NO
foundation_programs,18,thematic_focus,ARRAY,NO
foundation_programs,19,place_focus,ARRAY,NO
foundation_programs,20,source_urls,ARRAY,NO
foundation_programs,21,application_mode,text,YES
foundation_relationship_signals,1,id,uuid,NO
foundation_relationship_signals,2,foundation_id,uuid,NO
foundation_relationship_signals,3,foundation_abn,text,YES
foundation_relationship_signals,4,foundation_name,text,NO
foundation_relationship_signals,5,signal_type,text,NO
foundation_relationship_signals,6,related_entity_id,uuid,YES
foundation_relationship_signals,7,related_abn,text,YES
foundation_relationship_signals,8,related_name,text,YES
foundation_relationship_signals,9,person_name,text,YES
foundation_relationship_signals,10,foundation_person_id,uuid,YES
foundation_relationship_signals,11,foundation_grantee_id,uuid,YES
foundation_relationship_signals,12,source_url,text,NO
foundation_relationship_signals,13,evidence_text,text,YES
foundation_relationship_signals,14,strength,numeric,YES
foundation_relationship_signals,15,confidence,text,YES
foundation_relationship_signals,16,metadata,jsonb,NO
foundation_relationship_signals,17,created_at,timestamp with time zone,NO
foundation_relationship_signals,18,updated_at,timestamp with time zone,NO
foundations,1,id,uuid,NO
foundations,2,acnc_abn,text,YES
foundations,3,name,text,NO
foundations,4,type,text,YES
foundations,5,website,text,YES
foundations,6,description,text,YES
foundations,7,total_giving_annual,numeric,YES
foundations,8,giving_history,jsonb,YES
foundations,9,avg_grant_size,numeric,YES
foundations,10,grant_range_min,numeric,YES
foundations,11,grant_range_max,numeric,YES
foundations,12,thematic_focus,ARRAY,YES
foundations,13,geographic_focus,ARRAY,YES
foundations,14,target_recipients,ARRAY,YES
foundations,15,endowment_size,numeric,YES
foundations,16,investment_returns,numeric,YES
foundations,17,giving_ratio,numeric,YES
foundations,18,revenue_sources,ARRAY,YES
foundations,19,parent_company,text,YES
foundations,20,asx_code,text,YES
foundations,21,open_programs,jsonb,YES
foundations,22,acnc_data,jsonb,YES
foundations,23,last_scraped_at,timestamp with time zone,YES
foundations,24,profile_confidence,text,YES
foundations,25,created_at,timestamp with time zone,YES
foundations,26,updated_at,timestamp with time zone,YES
foundations,27,giving_philosophy,text,YES
foundations,28,wealth_source,text,YES
foundations,29,application_tips,text,YES
foundations,30,notable_grants,ARRAY,YES
foundations,31,board_members,ARRAY,YES
foundations,32,scraped_urls,ARRAY,YES
foundations,33,enrichment_source,text,YES
foundations,34,enriched_at,timestamp with time zone,YES
foundations,35,embedding,USER-DEFINED,YES
foundations,36,embedded_at,timestamp with time zone,YES
foundations,37,gs_entity_id,uuid,YES
foundations,38,has_dgr,boolean,YES
foundations,39,dgr_endorsed_at,timestamp with time zone,YES
foundations,40,abr_entity_type,text,YES
foundations,41,abr_status,text,YES
foundations,42,metadata,jsonb,YES
founder_intake_messages,1,id,uuid,NO
founder_intake_messages,2,intake_id,uuid,NO
founder_intake_messages,3,role,text,NO
founder_intake_messages,4,content,text,NO
founder_intake_messages,5,phase,text,YES
founder_intake_messages,6,metadata,jsonb,YES
founder_intake_messages,7,created_at,timestamp with time zone,YES
founder_intake_signals,1,id,uuid,NO
founder_intake_signals,2,issue_area,text,NO
founder_intake_signals,3,geographic_focus,jsonb,YES
founder_intake_signals,4,entity_type_recommended,text,YES
founder_intake_signals,5,intake_count,integer,YES
founder_intake_signals,6,month,text,NO
founder_intake_signals,7,metadata,jsonb,YES
founder_intake_signals,8,created_at,timestamp with time zone,YES
founder_intakes,1,id,uuid,NO
founder_intakes,2,user_id,uuid,YES
founder_intakes,3,org_profile_id,uuid,YES
founder_intakes,4,idea_summary,text,YES
founder_intakes,5,problem_statement,text,YES
founder_intakes,6,target_beneficiary,jsonb,YES
founder_intakes,7,issue_areas,ARRAY,YES
founder_intakes,8,geographic_focus,jsonb,YES
founder_intakes,9,founder_motivation,text,YES
founder_intakes,10,existing_orgs_shown,jsonb,YES
founder_intakes,11,differentiation,text,YES
founder_intakes,12,partnership_decision,text,YES
founder_intakes,13,recommended_entity_type,text,YES
founder_intakes,14,entity_type_rationale,text,YES
founder_intakes,15,entity_type_scores,jsonb,YES
founder_intakes,16,revenue_model,ARRAY,YES
founder_intakes,17,matched_alma_interventions,jsonb,YES
founder_intakes,18,evidence_gaps,ARRAY,YES
founder_intakes,19,matched_grants,jsonb,YES
founder_intakes,20,matched_foundations,jsonb,YES
founder_intakes,21,procurement_pathways,jsonb,YES
founder_intakes,22,action_plan,jsonb,YES
founder_intakes,23,project_brief_md,text,YES
founder_intakes,24,draft_email,text,YES
founder_intakes,25,phase,text,YES
founder_intakes,26,status,text,YES
founder_intakes,27,metadata,jsonb,YES
founder_intakes,28,created_at,timestamp with time zone,YES
founder_intakes,29,updated_at,timestamp with time zone,YES
funder_allowlist,1,id,uuid,NO
funder_allowlist,2,funder_name,text,NO
funder_allowlist,3,funder_aliases,ARRAY,YES
funder_allowlist,4,website,text,YES
funder_allowlist,5,programs_url,text,YES
funder_allowlist,6,type,text,NO
funder_allowlist,7,primary_themes,ARRAY,NO
funder_allowlist,8,jurisdictions,ARRAY,NO
funder_allowlist,9,min_typical_grant,integer,YES
funder_allowlist,10,max_typical_grant,integer,YES
funder_allowlist,11,requires_dgr,boolean,YES
funder_allowlist,12,application_channel,text,NO
funder_allowlist,13,notes,text,YES
funder_allowlist,14,active,boolean,NO
funder_allowlist,15,added_at,timestamp with time zone,NO
funder_allowlist,16,verified_at,timestamp with time zone,YES
funder_allowlist,17,updated_at,timestamp with time zone,NO
funder_blocklist,1,id,uuid,NO
funder_blocklist,2,funder_name,text,NO
funder_blocklist,3,funder_aliases,ARRAY,YES
funder_blocklist,4,reason,text,YES
funder_blocklist,5,blocked_at,timestamp with time zone,NO
funder_blocklist,6,blocked_by,text,YES
funder_blocklist,7,pass_count,integer,YES
funder_blocklist,8,watch_count,integer,YES
funder_blocklist,9,pursue_count,integer,YES
funder_blocklist,10,active,boolean,YES
funder_blocklist,11,updated_at,timestamp with time zone,YES
funder_board_paths,1,id,uuid,NO
funder_board_paths,2,foundation_id,uuid,NO
funder_board_paths,3,foundation_abn,text,YES
funder_board_paths,4,foundation_name,text,NO
funder_board_paths,5,person_name,text,NO
funder_board_paths,6,identity_key,text,NO
funder_board_paths,7,identity_confidence,text,NO
funder_board_paths,8,cluster_size,integer,YES
funder_board_paths,9,role_at_funder,text,YES
funder_board_paths,10,connected_entity_id,uuid,YES
funder_board_paths,11,connected_entity_name,text,YES
funder_board_paths,12,connected_entity_type,text,YES
funder_board_paths,13,connected_state,text,YES
funder_board_paths,14,connected_community_controlled,boolean,YES
funder_board_paths,15,role_at_connected,text,YES
funder_board_paths,16,path_grade,text,NO
funder_board_paths,17,collision_risk,text,NO
funder_board_paths,18,computed_at,timestamp with time zone,NO
funder_briefs,1,id,uuid,NO
funder_briefs,2,funder_slug,text,NO
funder_briefs,3,project_code,text,NO
funder_briefs,4,brief_title,text,YES
funder_briefs,5,status,text,YES
funder_briefs,6,asks_from_them,jsonb,YES
funder_briefs,7,ask_amount_aud,numeric,YES
funder_briefs,8,ask_outcome,text,YES
funder_briefs,9,ask_status,text,YES
funder_briefs,10,ask_submitted_at,date,YES
funder_briefs,11,ask_decision_due,date,YES
funder_briefs,12,alignment_status,text,YES
funder_briefs,13,alignment_notes,text,YES
funder_briefs,14,procurement_delivered_count,integer,YES
funder_briefs,15,procurement_unit,text,YES
funder_briefs,16,procurement_demand_count,integer,YES
funder_briefs,17,procurement_notes,text,YES
funder_briefs,18,strategy_their_priorities,ARRAY,YES
funder_briefs,19,strategy_our_claims,ARRAY,YES
funder_briefs,20,next_move,text,YES
funder_briefs,21,next_move_owner,text,YES
funder_briefs,22,next_move_due,date,YES
funder_briefs,23,notion_hq_url,text,YES
funder_briefs,24,related_files,ARRAY,YES
funder_briefs,25,last_feedback_date,date,YES
funder_briefs,26,last_feedback_summary,text,YES
funder_briefs,27,recorded_at,timestamp with time zone,YES
funder_briefs,28,updated_at,timestamp with time zone,YES
funder_context_snapshot,1,funder_name,text,NO
funder_context_snapshot,2,funder_aliases,ARRAY,NO
funder_context_snapshot,3,foundation_id,uuid,YES
funder_context_snapshot,4,abn,text,YES
funder_context_snapshot,5,annual_giving,numeric,YES
funder_context_snapshot,6,thematic_focus,ARRAY,YES
funder_context_snapshot,7,geographic_focus,ARRAY,YES
funder_context_snapshot,8,website,text,YES
funder_context_snapshot,9,contacts_count,integer,NO
funder_context_snapshot,10,contacts,jsonb,NO
funder_context_snapshot,11,most_recent_contact_at,timestamp with time zone,YES
funder_context_snapshot,12,grantee_count,integer,NO
funder_context_snapshot,13,recent_grantees,ARRAY,NO
funder_context_snapshot,14,xero_invoiced_total,numeric,NO
funder_context_snapshot,15,xero_paid_total,numeric,NO
funder_context_snapshot,16,xero_authorised_total,numeric,NO
funder_context_snapshot,17,xero_last_invoice_date,date,YES
funder_context_snapshot,18,xero_last_payment_date,date,YES
funder_context_snapshot,19,notion_org_id,text,YES
funder_context_snapshot,20,notion_org_name,text,YES
funder_context_snapshot,21,decisions,jsonb,NO
funder_context_snapshot,22,total_decisions,integer,NO
funder_context_snapshot,23,email_count,integer,NO
funder_context_snapshot,24,email_last_date,timestamp with time zone,YES
funder_context_snapshot,25,email_summary,text,YES
funder_context_snapshot,26,relationship_score,integer,NO
funder_context_snapshot,27,refreshed_at,timestamp with time zone,NO
funder_intelligence,1,id,uuid,NO
funder_intelligence,2,foundation_id,uuid,NO
funder_intelligence,3,foundation_abn,text,YES
funder_intelligence,4,foundation_name,text,NO
funder_intelligence,5,total_giving_annual,numeric,YES
funder_intelligence,6,giving_grade,text,NO
funder_intelligence,7,grantee_count,integer,NO
funder_intelligence,8,community_controlled_grantees,integer,NO
funder_intelligence,9,target_state_grantees,integer,NO
funder_intelligence,10,reach_grade,text,NO
funder_intelligence,11,thematic_focus,ARRAY,YES
funder_intelligence,12,geographic_focus,ARRAY,YES
funder_intelligence,13,theme_grade,text,NO
funder_intelligence,14,board_member_count,integer,NO
funder_intelligence,15,board_path_count,integer,NO
funder_intelligence,16,board_grade,text,NO
funder_intelligence,17,funder_type,text,YES
funder_intelligence,18,type_grade,text,NO
funder_intelligence,19,evidence_tier,smallint,NO
funder_intelligence,20,rank_score,numeric,NO
funder_intelligence,21,previous_rank_score,numeric,YES
funder_intelligence,22,computed_at,timestamp with time zone,NO
funder_intelligence,23,derived_thematics,ARRAY,YES
funder_intelligence,24,derived_theme_evidence,jsonb,NO
funder_intelligence,25,derived_theme_grade,text,NO
funder_nudge_log,1,id,uuid,NO
funder_nudge_log,2,funder_name,text,NO
funder_nudge_log,3,funder_name_lc,text,YES
funder_nudge_log,4,project_code,text,YES
funder_nudge_log,5,nudge_type,text,NO
funder_nudge_log,6,subject,text,YES
funder_nudge_log,7,body,text,YES
funder_nudge_log,8,outcome,text,YES
funder_nudge_log,9,nudged_by,text,YES
funder_nudge_log,10,nudged_at,timestamp with time zone,NO
funder_nudge_log,11,metadata,jsonb,YES
funder_portfolio_entities,1,id,uuid,NO
funder_portfolio_entities,2,portfolio_id,uuid,NO
funder_portfolio_entities,3,entity_id,uuid,NO
funder_portfolio_entities,4,gs_id,text,NO
funder_portfolio_entities,5,notes,text,YES
funder_portfolio_entities,6,added_at,timestamp with time zone,NO
funder_portfolios,1,id,uuid,NO
funder_portfolios,2,user_id,uuid,NO
funder_portfolios,3,name,text,NO
funder_portfolios,4,description,text,YES
funder_portfolios,5,created_at,timestamp with time zone,NO
funder_portfolios,6,updated_at,timestamp with time zone,NO
funder_profiles,1,id,uuid,NO
funder_profiles,2,user_id,uuid,YES
funder_profiles,3,email,text,NO
funder_profiles,4,funder_slug,text,NO
funder_profiles,5,funder_name,text,NO
funder_profiles,6,short_name,text,NO
funder_profiles,7,organization_id,uuid,YES
funder_profiles,8,source_tags,ARRAY,NO
funder_profiles,9,config,jsonb,NO
funder_profiles,10,role,text,NO
funder_profiles,11,invited_at,timestamp with time zone,YES
funder_profiles,12,last_login_at,timestamp with time zone,YES
funder_profiles,13,created_at,timestamp with time zone,YES
funder_profiles,14,updated_at,timestamp with time zone,YES
funding_agent_workflows,1,id,uuid,NO
funding_agent_workflows,2,workflow_type,text,NO
funding_agent_workflows,3,workflow_status,text,NO
funding_agent_workflows,4,scope_kind,text,NO
funding_agent_workflows,5,scope_id,uuid,YES
funding_agent_workflows,6,started_at,timestamp with time zone,NO
funding_agent_workflows,7,completed_at,timestamp with time zone,YES
funding_agent_workflows,8,records_scanned,integer,NO
funding_agent_workflows,9,records_changed,integer,NO
funding_agent_workflows,10,error_count,integer,NO
funding_agent_workflows,11,workflow_notes,text,YES
funding_agent_workflows,12,input_payload,jsonb,NO
funding_agent_workflows,13,output_payload,jsonb,NO
funding_agent_workflows,14,triggered_by_user_id,uuid,YES
funding_agent_workflows,15,created_at,timestamp with time zone,NO
funding_agent_workflows,16,updated_at,timestamp with time zone,NO
funding_application_draft_workspace,1,id,uuid,NO
funding_application_draft_workspace,2,organization_id,uuid,NO
funding_application_draft_workspace,3,opportunity_id,uuid,NO
funding_application_draft_workspace,4,application_id,uuid,YES
funding_application_draft_workspace,5,narrative_draft,text,YES
funding_application_draft_workspace,6,support_material,jsonb,NO
funding_application_draft_workspace,7,community_review_notes,jsonb,NO
funding_application_draft_workspace,8,budget_notes,text,YES
funding_application_draft_workspace,9,draft_status,text,NO
funding_application_draft_workspace,10,last_review_requested_at,timestamp with time zone,YES
funding_application_draft_workspace,11,last_review_completed_at,timestamp with time zone,YES
funding_application_draft_workspace,12,created_by,uuid,YES
funding_application_draft_workspace,13,updated_by,uuid,YES
funding_application_draft_workspace,14,created_at,timestamp with time zone,NO
funding_application_draft_workspace,15,updated_at,timestamp with time zone,NO
funding_awards,1,id,uuid,NO
funding_awards,2,funding_program_id,uuid,NO
funding_awards,3,opportunity_id,uuid,YES
funding_awards,4,application_id,uuid,YES
funding_awards,5,organization_id,uuid,NO
funding_awards,6,award_status,text,NO
funding_awards,7,award_type,text,NO
funding_awards,8,amount_awarded,numeric,NO
funding_awards,9,amount_disbursed,numeric,NO
funding_awards,10,currency,text,NO
funding_awards,11,awarded_at,timestamp with time zone,YES
funding_awards,12,contract_start_at,timestamp with time zone,YES
funding_awards,13,contract_end_at,timestamp with time zone,YES
funding_awards,14,reporting_cadence,text,YES
funding_awards,15,community_governance_required,boolean,NO
