table_name,ordinal_position,column_name,data_type,is_nullable
_backup_entity_contacts_20260606,1,id,uuid,NO
_backup_entity_contacts_20260606,2,website,text,YES
_backup_entity_contacts_20260606,3,email,text,YES
_backup_entity_contacts_20260606,4,phone,text,YES
_backup_entity_contacts_20260606,5,contact_source,text,YES
_backup_entity_contacts_20260606,6,updated_at,timestamp with time zone,YES
abr_registry,1,abn,text,NO
abr_registry,2,entity_name,text,NO
abr_registry,3,entity_type,text,YES
abr_registry,4,entity_type_code,text,YES
abr_registry,5,status,text,NO
abr_registry,6,status_from_date,date,YES
abr_registry,7,postcode,text,YES
abr_registry,8,state,text,YES
abr_registry,9,acn,text,YES
abr_registry,10,gst_status,text,YES
abr_registry,11,gst_from_date,date,YES
abr_registry,12,acnc_registered,boolean,YES
abr_registry,13,charity_type,text,YES
abr_registry,14,trading_names,ARRAY,YES
abr_registry,15,record_updated_date,date,YES
abr_registry,16,imported_at,timestamp with time zone,YES
abs_indigenous_population_by_lga,1,id,bigint,NO
abs_indigenous_population_by_lga,2,lga_code,text,NO
abs_indigenous_population_by_lga,3,lga_name,text,YES
abs_indigenous_population_by_lga,4,state,text,YES
abs_indigenous_population_by_lga,5,reference_year,integer,NO
abs_indigenous_population_by_lga,6,source,text,NO
abs_indigenous_population_by_lga,7,age_group,text,YES
abs_indigenous_population_by_lga,8,sex,text,YES
abs_indigenous_population_by_lga,9,indigenous_status,text,NO
abs_indigenous_population_by_lga,10,count_persons,integer,YES
abs_indigenous_population_by_lga,11,dataflow_id,text,YES
abs_indigenous_population_by_lga,12,ingested_at,timestamp with time zone,YES
abs_locality_lga,1,id,uuid,NO
abs_locality_lga,2,locality,text,NO
abs_locality_lga,3,state_name,text,NO
abs_locality_lga,4,lga_code,text,NO
abs_locality_lga,5,lga_name,text,NO
abs_locality_lga,6,lga_count,integer,NO
abs_locality_lga,7,source,text,NO
abs_locality_lga,8,loaded_at,timestamp with time zone,NO
abs_poa_lga_ratio,1,poa_code,text,NO
abs_poa_lga_ratio,2,lga_code,text,NO
abs_poa_lga_ratio,3,lga_name,text,NO
abs_poa_lga_ratio,4,ratio,numeric,NO
abs_poa_lga_ratio,5,indiv_quality,text,YES
abs_poa_lga_ratio,6,overall_quality,text,YES
abs_poa_lga_ratio,7,bmos_null_flag,integer,YES
abs_poa_lga_ratio,8,source,text,YES
abs_poa_lga_ratio,9,loaded_at,timestamp with time zone,YES
abs_raw_responses,1,id,uuid,NO
abs_raw_responses,2,dataflow_id,text,NO
abs_raw_responses,3,query_key,text,NO
abs_raw_responses,4,query_url,text,YES
abs_raw_responses,5,response_jsonb,jsonb,YES
abs_raw_responses,6,fetched_at,timestamp with time zone,YES
abs_sal_lga_ratio,1,sal_code,text,NO
abs_sal_lga_ratio,2,sal_name,text,NO
abs_sal_lga_ratio,3,lga_code,text,NO
abs_sal_lga_ratio,4,lga_name,text,NO
abs_sal_lga_ratio,5,ratio,numeric,NO
abs_sal_lga_ratio,6,indiv_quality,text,YES
abs_sal_lga_ratio,7,overall_quality,text,YES
abs_sal_lga_ratio,8,bmos_null_flag,integer,YES
abs_sal_lga_ratio,9,source,text,YES
abs_sal_lga_ratio,10,loaded_at,timestamp with time zone,YES
acara_schools,1,id,uuid,NO
acara_schools,2,acara_id,text,NO
acara_schools,3,school_name,text,NO
acara_schools,4,school_type,text,YES
acara_schools,5,school_sector,text,YES
acara_schools,6,state,text,YES
acara_schools,7,postcode,text,YES
acara_schools,8,suburb,text,YES
acara_schools,9,lga_name,text,YES
acara_schools,10,latitude,double precision,YES
acara_schools,11,longitude,double precision,YES
acara_schools,12,icsea_value,integer,YES
acara_schools,13,total_enrolments,integer,YES
acara_schools,14,indigenous_pct,double precision,YES
acara_schools,15,lbote_pct,double precision,YES
acara_schools,16,sea_quarter,text,YES
acara_schools,17,year,integer,NO
acara_schools,18,created_at,timestamp with time zone,YES
acara_schools,19,updated_at,timestamp with time zone,YES
accounting_summary,1,month,date,YES
accounting_summary,2,project_code,text,YES
accounting_summary,3,category,text,YES
accounting_summary,4,transaction_count,bigint,YES
accounting_summary,5,total_amount,numeric,YES
accounting_summary,6,receipts_matched,bigint,YES
accounting_summary,7,receipts_missing,bigint,YES
accounting_summary,8,no_receipt_required,bigint,YES
accounting_summary,9,completion_pct,numeric,YES
acnc_ais,1,id,uuid,NO
acnc_ais,2,abn,text,NO
acnc_ais,3,charity_name,text,NO
acnc_ais,4,ais_year,integer,NO
acnc_ais,5,registration_status,text,YES
acnc_ais,6,charity_website,text,YES
acnc_ais,7,charity_size,text,YES
acnc_ais,8,basic_religious_charity,boolean,YES
acnc_ais,9,ais_due_date,date,YES
acnc_ais,10,date_ais_received,date,YES
acnc_ais,11,financial_report_date_received,date,YES
acnc_ais,12,conducted_activities,boolean,YES
acnc_ais,13,why_not_conducted,text,YES
acnc_ais,14,how_purposes_pursued,text,YES
acnc_ais,15,international_activities_details,text,YES
acnc_ais,16,staff_full_time,integer,YES
acnc_ais,17,staff_part_time,integer,YES
acnc_ais,18,staff_casual,integer,YES
acnc_ais,19,staff_fte,numeric,YES
acnc_ais,20,staff_volunteers,integer,YES
acnc_ais,21,cash_or_accrual,text,YES
acnc_ais,22,financial_statement_type,text,YES
acnc_ais,23,report_consolidated,boolean,YES
acnc_ais,24,report_has_modification,boolean,YES
acnc_ais,25,modification_type,text,YES
acnc_ais,26,has_related_party_transactions,boolean,YES
acnc_ais,27,fin_report_from,date,YES
acnc_ais,28,fin_report_to,date,YES
acnc_ais,29,revenue_from_government,numeric,YES
acnc_ais,30,donations_and_bequests,numeric,YES
acnc_ais,31,revenue_from_goods_services,numeric,YES
acnc_ais,32,revenue_from_investments,numeric,YES
acnc_ais,33,all_other_revenue,numeric,YES
acnc_ais,34,total_revenue,numeric,YES
acnc_ais,35,other_income,numeric,YES
acnc_ais,36,total_gross_income,numeric,YES
acnc_ais,37,employee_expenses,numeric,YES
acnc_ais,38,interest_expenses,numeric,YES
acnc_ais,39,grants_donations_au,numeric,YES
acnc_ais,40,grants_donations_intl,numeric,YES
acnc_ais,41,all_other_expenses,numeric,YES
acnc_ais,42,total_expenses,numeric,YES
acnc_ais,43,net_surplus_deficit,numeric,YES
acnc_ais,44,other_comprehensive_income,numeric,YES
acnc_ais,45,total_comprehensive_income,numeric,YES
acnc_ais,46,total_current_assets,numeric,YES
acnc_ais,47,non_current_loans_receivable,numeric,YES
acnc_ais,48,other_non_current_assets,numeric,YES
acnc_ais,49,total_non_current_assets,numeric,YES
acnc_ais,50,total_assets,numeric,YES
acnc_ais,51,total_current_liabilities,numeric,YES
acnc_ais,52,non_current_loans_payable,numeric,YES
acnc_ais,53,other_non_current_liabilities,numeric,YES
acnc_ais,54,total_non_current_liabilities,numeric,YES
acnc_ais,55,total_liabilities,numeric,YES
acnc_ais,56,net_assets_liabilities,numeric,YES
acnc_ais,57,has_key_management_personnel,boolean,YES
acnc_ais,58,num_key_management_personnel,integer,YES
acnc_ais,59,total_paid_key_management,numeric,YES
acnc_ais,60,incorporated_association,boolean,YES
acnc_ais,61,association_numbers,jsonb,YES
acnc_ais,62,fundraising_states,jsonb,YES
acnc_ais,63,fundraising_numbers,jsonb,YES
acnc_ais,64,imported_at,timestamp with time zone,YES
acnc_ais,65,data_source,text,YES
acnc_ais,66,resource_id,text,YES
acnc_ais_line_items,1,id,uuid,NO
acnc_ais_line_items,2,abn,text,NO
acnc_ais_line_items,3,report_year,smallint,NO
acnc_ais_line_items,4,line_type,text,NO
acnc_ais_line_items,5,category,text,YES
acnc_ais_line_items,6,label,text,YES
acnc_ais_line_items,7,value_dollars,numeric,YES
acnc_ais_line_items,8,value_count,integer,YES
acnc_ais_line_items,9,source_url,text,YES
acnc_ais_line_items,10,raw_payload,jsonb,YES
acnc_ais_line_items,11,created_at,timestamp with time zone,NO
acnc_charities,1,abn,text,NO
acnc_charities,2,name,text,NO
acnc_charities,3,other_names,text,YES
acnc_charities,4,charity_size,text,YES
acnc_charities,5,pbi,boolean,YES
acnc_charities,6,hpc,boolean,YES
acnc_charities,7,registration_date,date,YES
acnc_charities,8,date_established,date,YES
acnc_charities,9,number_of_responsible_persons,integer,YES
acnc_charities,10,financial_year_end,text,YES
acnc_charities,11,address_line_1,text,YES
acnc_charities,12,address_line_2,text,YES
acnc_charities,13,address_line_3,text,YES
acnc_charities,14,town_city,text,YES
acnc_charities,15,state,text,YES
acnc_charities,16,postcode,text,YES
acnc_charities,17,country,text,YES
acnc_charities,18,website,text,YES
acnc_charities,19,operates_in_act,boolean,YES
acnc_charities,20,operates_in_nsw,boolean,YES
acnc_charities,21,operates_in_nt,boolean,YES
acnc_charities,22,operates_in_qld,boolean,YES
acnc_charities,23,operates_in_sa,boolean,YES
acnc_charities,24,operates_in_tas,boolean,YES
acnc_charities,25,operates_in_vic,boolean,YES
acnc_charities,26,operates_in_wa,boolean,YES
acnc_charities,27,operating_countries,text,YES
acnc_charities,28,purpose_animal_welfare,boolean,YES
acnc_charities,29,purpose_culture,boolean,YES
acnc_charities,30,purpose_education,boolean,YES
acnc_charities,31,purpose_health,boolean,YES
acnc_charities,32,purpose_law_policy,boolean,YES
acnc_charities,33,purpose_natural_environment,boolean,YES
acnc_charities,34,purpose_human_rights,boolean,YES
acnc_charities,35,purpose_general_public,boolean,YES
acnc_charities,36,purpose_reconciliation,boolean,YES
acnc_charities,37,purpose_religion,boolean,YES
acnc_charities,38,purpose_social_welfare,boolean,YES
acnc_charities,39,purpose_security,boolean,YES
acnc_charities,40,ben_aboriginal_tsi,boolean,YES
acnc_charities,41,ben_adults,boolean,YES
acnc_charities,42,ben_aged,boolean,YES
acnc_charities,43,ben_children,boolean,YES
acnc_charities,44,ben_communities_overseas,boolean,YES
acnc_charities,45,ben_early_childhood,boolean,YES
acnc_charities,46,ben_ethnic_groups,boolean,YES
acnc_charities,47,ben_families,boolean,YES
acnc_charities,48,ben_females,boolean,YES
acnc_charities,49,ben_financially_disadvantaged,boolean,YES
acnc_charities,50,ben_lgbtiqa,boolean,YES
acnc_charities,51,ben_general_community,boolean,YES
acnc_charities,52,ben_males,boolean,YES
acnc_charities,53,ben_migrants_refugees,boolean,YES
acnc_charities,54,ben_other,boolean,YES
acnc_charities,55,ben_other_charities,boolean,YES
acnc_charities,56,ben_people_at_risk_of_homelessness,boolean,YES
acnc_charities,57,ben_people_with_chronic_illness,boolean,YES
acnc_charities,58,ben_people_with_disabilities,boolean,YES
acnc_charities,59,ben_pre_post_release,boolean,YES
acnc_charities,60,ben_rural_regional_remote,boolean,YES
acnc_charities,61,ben_unemployed,boolean,YES
acnc_charities,62,ben_veterans,boolean,YES
acnc_charities,63,ben_victims_of_crime,boolean,YES
acnc_charities,64,ben_victims_of_disaster,boolean,YES
acnc_charities,65,ben_youth,boolean,YES
acnc_charities,66,ben_animals,boolean,YES
acnc_charities,67,ben_environment,boolean,YES
acnc_charities,68,ben_other_gender_identities,boolean,YES
acnc_charities,69,purposes,ARRAY,YES
acnc_charities,70,beneficiaries,ARRAY,YES
acnc_charities,71,operating_states,ARRAY,YES
acnc_charities,72,is_foundation,boolean,YES
acnc_charities,73,imported_at,timestamp with time zone,YES
acnc_charities,74,updated_at,timestamp with time zone,YES
acnc_charities,75,is_social_enterprise,boolean,YES
acnc_charities,76,is_oric_corporation,boolean,YES
acnc_charities,77,oric_icn,text,YES
acnc_programs,1,id,integer,NO
acnc_programs,2,abn,text,NO
acnc_programs,3,charity_name,text,YES
acnc_programs,4,program_name,text,YES
acnc_programs,5,classification,text,YES
acnc_programs,6,targets_children,boolean,YES
acnc_programs,7,targets_environment,boolean,YES
acnc_programs,8,targets_families,boolean,YES
acnc_programs,9,targets_general_community,boolean,YES
acnc_programs,10,targets_migrants_refugees,boolean,YES
acnc_programs,11,targets_overseas,boolean,YES
acnc_programs,12,targets_atsi,boolean,YES
acnc_programs,13,targets_elderly,boolean,YES
acnc_programs,14,targets_early_childhood,boolean,YES
acnc_programs,15,targets_females,boolean,YES
acnc_programs,16,targets_lgbtiq,boolean,YES
acnc_programs,17,targets_males,boolean,YES
acnc_programs,18,targets_homeless,boolean,YES
acnc_programs,19,targets_disability,boolean,YES
acnc_programs,20,targets_crime_victims,boolean,YES
acnc_programs,21,targets_animals,boolean,YES
acnc_programs,22,targets_financially_disadvantaged,boolean,YES
acnc_programs,23,targets_rural_remote,boolean,YES
acnc_programs,24,targets_chronic_illness,boolean,YES
acnc_programs,25,targets_offenders,boolean,YES
acnc_programs,26,targets_veterans,boolean,YES
acnc_programs,27,targets_youth,boolean,YES
acnc_programs,28,targets_adults,boolean,YES
acnc_programs,29,targets_other_charities,boolean,YES
acnc_programs,30,targets_cald,boolean,YES
acnc_programs,31,targets_unemployed,boolean,YES
acnc_programs,32,targets_disaster_victims,boolean,YES
acnc_programs,33,other_description,text,YES
acnc_programs,34,operating_locations,ARRAY,YES
acnc_programs,35,operating_locations_coords,ARRAY,YES
acnc_programs,36,charity_weblink,text,YES
acnc_programs,37,report_year,integer,YES
acnc_programs,38,created_at,timestamp with time zone,YES
acnc_programs,39,gs_entity_id,uuid,YES
act_ask_artefacts,1,ghl_opportunity_id,text,NO
act_ask_artefacts,2,org_profile_id,uuid,NO
act_ask_artefacts,3,artefact_url,text,NO
act_ask_artefacts,4,ask_name,text,YES
act_ask_artefacts,5,set_by,text,YES
act_ask_artefacts,6,set_at,timestamp with time zone,NO
act_ask_none_owed,1,ghl_opportunity_id,text,NO
act_ask_none_owed,2,org_profile_id,uuid,NO
act_ask_none_owed,3,flagged_by,text,YES
act_ask_none_owed,4,flagged_at,timestamp with time zone,NO
act_ask_warmers,1,ghl_opportunity_id,text,NO
act_ask_warmers,2,person_id,uuid,NO
act_ask_warmers,3,org_profile_id,uuid,NO
act_ask_warmers,4,ask_name,text,YES
act_ask_warmers,5,created_by,text,YES
act_ask_warmers,6,created_at,timestamp with time zone,NO
act_communities,1,id,uuid,NO
act_communities,2,org_profile_id,uuid,NO
act_communities,3,name,text,NO
act_communities,4,slug,text,NO
act_communities,5,notes,text,YES
act_communities,6,geo,jsonb,NO
act_communities,7,minted_by,text,YES
act_communities,8,minted_at,timestamp with time zone,NO
act_communities,9,created_at,timestamp with time zone,NO
act_communities,10,updated_at,timestamp with time zone,NO
act_community_links,1,id,uuid,NO
act_community_links,2,community_id,uuid,NO
act_community_links,3,subject_type,text,NO
act_community_links,4,subject_ref,text,NO
act_community_links,5,link_type,text,NO
act_community_links,6,created_at,timestamp with time zone,NO
act_entities,1,id,uuid,NO
act_entities,2,code,text,NO
act_entities,3,name,text,NO
act_entities,4,entity_type,text,NO
act_entities,5,abn,text,YES
act_entities,6,xero_tenant_id,text,YES
act_entities,7,active_from,date,NO
act_entities,8,active_to,date,YES
act_entities,9,metadata,jsonb,YES
act_entities,10,created_at,timestamp with time zone,YES
act_entities,11,updated_at,timestamp with time zone,YES
act_funding_opportunity_current_status,1,opportunity_id,uuid,YES
act_funding_opportunity_current_status,2,feed_status,text,YES
act_funding_opportunity_current_status,3,failed_requirements,ARRAY,YES
act_funding_opportunity_current_status,4,evidence_completeness,integer,YES
act_funding_opportunity_current_status,5,verification_status,text,YES
act_funding_opportunity_current_status,6,verified_at,timestamp with time zone,YES
act_funding_opportunity_current_status,7,deadline,timestamp with time zone,YES
act_funding_opportunity_current_status,8,source_url,text,YES
act_funding_opportunity_current_status,9,application_url,text,YES
act_grant_recommendation_decisions,1,id,uuid,NO
act_grant_recommendation_decisions,2,project_code,text,NO
act_grant_recommendation_decisions,3,opportunity_id,uuid,NO
act_grant_recommendation_decisions,4,decision,text,NO
act_grant_recommendation_decisions,5,decided_by,uuid,YES
act_grant_recommendation_decisions,6,decided_at,timestamp with time zone,NO
act_grant_recommendation_decisions,7,notes,text,YES
act_grant_recommendation_decisions,8,notion_page_id,text,YES
act_grant_recommendation_decisions,9,ghl_opportunity_id,text,YES
act_grant_recommendation_decisions,10,created_at,timestamp with time zone,NO
act_grant_recommendation_decisions,11,updated_at,timestamp with time zone,NO
act_grant_recommendation_decisions,12,grant_opportunity_id,uuid,YES
act_grant_recommendation_projects,1,project_code,text,NO
act_grant_recommendation_projects,2,theme_keywords,ARRAY,NO
act_grant_recommendation_projects,3,home_states,ARRAY,NO
act_grant_recommendation_projects,4,secondary_states,ARRAY,NO
act_grant_recommendation_projects,5,in_scope,boolean,NO
act_grant_recommendation_projects,6,notes,text,YES
act_grant_recommendation_projects,7,updated_at,timestamp with time zone,NO
act_grant_recommendation_projects,8,project_label,text,YES
act_grant_recommendation_projects,9,layer,text,YES
act_grant_recommendation_projects,10,readiness,text,YES
act_grant_recommendation_projects,11,current_state,text,YES
act_grant_recommendation_projects,12,intelligence_role,text,YES
act_grant_recommendation_projects,13,opportunity_alignment,text,YES
act_grant_recommendation_projects,14,next_question,text,YES
act_grant_recommendation_projects,15,source_doc,text,YES
act_grant_recommendation_projects,16,dgr_required,boolean,YES
act_grant_recommendation_projects,17,entity_preference,text,YES
act_grant_recommendation_projects,18,qbe_ready,boolean,YES
act_grant_recommendation_projects,19,preferred_funder_ids,ARRAY,YES
act_grant_recommendation_projects,20,evidence_we_have,jsonb,YES
act_grant_recommendation_projects,21,act_context,jsonb,YES
act_grant_recommendation_projects,22,org_project_id,uuid,YES
act_grant_recommendation_projects,23,primary_funding_route,text,YES
act_grant_recommendations_current,1,project_code,text,YES
act_grant_recommendations_current,2,project_name,text,YES
act_grant_recommendations_current,3,opportunity_id,uuid,YES
act_grant_recommendations_current,4,opportunity_name,text,YES
act_grant_recommendations_current,5,funder_name,text,YES
act_grant_recommendations_current,6,deadline,timestamp with time zone,YES
act_grant_recommendations_current,7,opens_at,timestamp with time zone,YES
act_grant_recommendations_current,8,min_grant_amount,numeric,YES
act_grant_recommendations_current,9,max_grant_amount,numeric,YES
act_grant_recommendations_current,10,is_national,boolean,YES
act_grant_recommendations_current,11,jurisdictions,ARRAY,YES
act_grant_recommendations_current,12,eligible_org_types,ARRAY,YES
act_grant_recommendations_current,13,focus_areas,ARRAY,YES
act_grant_recommendations_current,14,keywords,ARRAY,YES
act_grant_recommendations_current,15,source_url,text,YES
act_grant_recommendations_current,16,application_url,text,YES
act_grant_recommendations_current,17,opportunity_type,text,YES
act_grant_recommendations_current,18,verification_status,text,YES
act_grant_recommendations_current,19,verified_at,timestamp with time zone,YES
act_grant_recommendations_current,20,theme_score,integer,YES
act_grant_recommendations_current,21,geography_score,integer,YES
act_grant_recommendations_current,22,eligibility_score,integer,YES
act_grant_recommendations_current,23,timing_score,integer,YES
act_grant_recommendations_current,24,track_record_score,integer,YES
act_grant_recommendations_current,25,won_funder,boolean,YES
act_grant_recommendations_current,26,fit_score,integer,YES
act_grant_recommendations_current,27,is_strong_fit,boolean,YES
act_grant_recommendations_current,28,tag_density_penalised,boolean,YES
act_grant_recommendations_current,29,funder_avg_tags,numeric,YES
act_grant_recommendations_current,30,flags,ARRAY,YES
act_grant_recommendations_current,31,computed_at,timestamp with time zone,YES
act_grant_recommendations_current,32,feed_status,text,YES
act_grant_recommendations_current,33,project_rank,integer,YES
act_obligations,1,id,uuid,NO
act_obligations,2,org_profile_id,uuid,NO
act_obligations,3,project_code,text,NO
act_obligations,4,title,text,NO
act_obligations,5,owed_to,text,NO
act_obligations,6,state,text,NO
act_obligations,7,next_action,text,YES
act_obligations,8,due_date,date,YES
act_obligations,9,owner,text,YES
act_obligations,10,source_ask_ghl_id,text,YES
act_obligations,11,source_ask_name,text,YES
act_obligations,12,promised_to,text,YES
act_obligations,13,artefact_url,text,YES
act_obligations,14,drop_reason,text,YES
act_obligations,15,minted_by,text,YES
act_obligations,16,minted_at,timestamp with time zone,NO
act_obligations,17,discharged_at,timestamp with time zone,YES
act_obligations,18,created_at,timestamp with time zone,NO
act_obligations,19,updated_at,timestamp with time zone,NO
act_obligations,20,community_id,uuid,YES
act_opportunity_benchmark_cases,1,id,uuid,NO
act_opportunity_benchmark_cases,2,benchmark_version,text,NO
act_opportunity_benchmark_cases,3,project_code,text,NO
act_opportunity_benchmark_cases,4,opportunity_id,uuid,YES
act_opportunity_benchmark_cases,5,name,text,NO
act_opportunity_benchmark_cases,6,funder_name,text,YES
act_opportunity_benchmark_cases,7,source_url,text,YES
act_opportunity_benchmark_cases,8,deadline,timestamp with time zone,YES
act_opportunity_benchmark_cases,9,expected_label,text,YES
act_opportunity_benchmark_cases,10,label_source,text,NO
act_opportunity_benchmark_cases,11,review_status,text,NO
act_opportunity_benchmark_cases,12,rationale,text,YES
act_opportunity_benchmark_cases,13,evidence,jsonb,NO
act_opportunity_benchmark_cases,14,reviewed_by,uuid,YES
act_opportunity_benchmark_cases,15,reviewed_at,timestamp with time zone,YES
act_opportunity_benchmark_cases,16,created_at,timestamp with time zone,NO
act_opportunity_benchmark_cases,17,updated_at,timestamp with time zone,NO
act_opportunity_observatory,1,id,uuid,NO
act_opportunity_observatory,2,fingerprint,text,NO
act_opportunity_observatory,3,provider,text,NO
act_opportunity_observatory,4,provider_result_id,text,YES
act_opportunity_observatory,5,search_query,text,NO
act_opportunity_observatory,6,result_rank,integer,YES
act_opportunity_observatory,7,name,text,YES
act_opportunity_observatory,8,funder_name,text,YES
act_opportunity_observatory,9,source_url,text,NO
act_opportunity_observatory,10,application_url,text,YES
act_opportunity_observatory,11,official_domains,ARRAY,NO
act_opportunity_observatory,12,official_source_confirmed,boolean,NO
act_opportunity_observatory,13,deadline,timestamp with time zone,YES
act_opportunity_observatory,14,intake_type,text,NO
act_opportunity_observatory,15,next_review_at,timestamp with time zone,YES
act_opportunity_observatory,16,eligible_org_types,ARRAY,NO
act_opportunity_observatory,17,eligibility_criteria,jsonb,NO
act_opportunity_observatory,18,funding_amount_status,text,NO
act_opportunity_observatory,19,amount_min,numeric,YES
act_opportunity_observatory,20,amount_max,numeric,YES
act_opportunity_observatory,21,project_codes,ARRAY,NO
act_opportunity_observatory,22,project_fit_reason,text,YES
act_opportunity_observatory,23,evidence,jsonb,NO
act_opportunity_observatory,24,evidence_completeness,integer,NO
act_opportunity_observatory,25,gate_status,text,NO
act_opportunity_observatory,26,failed_requirements,ARRAY,NO
act_opportunity_observatory,27,provider_cost_usd,numeric,YES
act_opportunity_observatory,28,retrieved_at,timestamp with time zone,NO
act_opportunity_observatory,29,raw_result,jsonb,NO
act_opportunity_observatory,30,reviewed_by,uuid,YES
act_opportunity_observatory,31,reviewed_at,timestamp with time zone,YES
act_opportunity_observatory,32,review_notes,text,YES
act_opportunity_observatory,33,promoted_opportunity_id,uuid,YES
act_opportunity_observatory,34,created_at,timestamp with time zone,NO
act_opportunity_observatory,35,updated_at,timestamp with time zone,NO
act_payable_decisions,1,id,uuid,NO
act_payable_decisions,2,invoice_id,uuid,NO
act_payable_decisions,3,decision,text,NO
act_payable_decisions,4,decided_by,uuid,YES
act_payable_decisions,5,decided_at,timestamp with time zone,NO
act_payable_decisions,6,notes,text,YES
act_payable_decisions,7,created_at,timestamp with time zone,NO
act_payable_decisions,8,updated_at,timestamp with time zone,NO
act_people,1,id,uuid,NO
act_people,2,org_profile_id,uuid,NO
act_people,3,ghl_contact_id,text,NO
act_people,4,name,text,NO
act_people,5,warmth,text,YES
act_people,6,warm_via,text,YES
act_people,7,owner,text,YES
act_people,8,next_action,text,YES
act_people,9,review_by,date,YES
act_people,10,ghl_task_id,text,YES
act_people,11,last_touch_at,timestamp with time zone,YES
act_people,12,last_synced_at,timestamp with time zone,NO
act_people,13,minted_by,text,YES
act_people,14,minted_at,timestamp with time zone,NO
act_people,15,created_at,timestamp with time zone,NO
act_people,16,updated_at,timestamp with time zone,NO
act_people,17,project_codes,ARRAY,NO
act_person_roles,1,id,uuid,NO
act_person_roles,2,person_id,uuid,NO
act_person_roles,3,role_type,text,NO
act_person_roles,4,org_name,text,NO
act_person_roles,5,org_ref,text,YES
act_person_roles,6,created_by,text,YES
act_person_roles,7,created_at,timestamp with time zone,NO
act_research_experiments,1,id,uuid,NO
act_research_experiments,2,initiative_id,uuid,NO
act_research_experiments,3,name,text,NO
act_research_experiments,4,provider,text,NO
act_research_experiments,5,hypothesis,text,NO
act_research_experiments,6,status,text,NO
act_research_experiments,7,budget_cap_aud,numeric,NO
act_research_experiments,8,actual_cost_aud,numeric,NO
act_research_experiments,9,benchmark_version,text,YES
act_research_experiments,10,sample_size,integer,NO
act_research_experiments,11,precision_at_10,numeric,YES
act_research_experiments,12,recall_at_10,numeric,YES
act_research_experiments,13,false_positive_rate,numeric,YES
act_research_experiments,14,community_benefit_score,numeric,YES
act_research_experiments,15,findings,text,YES
act_research_experiments,16,evidence,jsonb,NO
act_research_experiments,17,started_at,timestamp with time zone,YES
act_research_experiments,18,completed_at,timestamp with time zone,YES
act_research_experiments,19,created_at,timestamp with time zone,NO
act_research_experiments,20,updated_at,timestamp with time zone,NO
act_research_initiatives,1,id,uuid,NO
act_research_initiatives,2,slug,text,NO
act_research_initiatives,3,title,text,NO
act_research_initiatives,4,purpose,text,NO
act_research_initiatives,5,status,text,NO
act_research_initiatives,6,current_phase,integer,NO
act_research_initiatives,7,budget_cap_aud,numeric,NO
act_research_initiatives,8,spend_to_date_aud,numeric,NO
act_research_initiatives,9,community_benefit_commitment,text,NO
act_research_initiatives,10,governance_principles,ARRAY,NO
act_research_initiatives,11,success_metrics,jsonb,NO
act_research_initiatives,12,stop_conditions,ARRAY,NO
act_research_initiatives,13,next_decision,text,NO
act_research_initiatives,14,next_decision_at,timestamp with time zone,YES
act_research_initiatives,15,evidence_urls,ARRAY,NO
act_research_initiatives,16,created_at,timestamp with time zone,NO
act_research_initiatives,17,updated_at,timestamp with time zone,NO
agent_actions,1,id,uuid,NO
agent_actions,2,action_name,text,NO
agent_actions,3,description,text,YES
agent_actions,4,autonomy_level,integer,NO
agent_actions,5,bounds,jsonb,YES
agent_actions,6,risk_level,text,YES
agent_actions,7,reversible,boolean,YES
agent_actions,8,script_path,text,YES
agent_actions,9,script_args_template,jsonb,YES
agent_actions,10,enabled,boolean,YES
agent_actions,11,created_at,timestamp with time zone,YES
agent_actions,12,updated_at,timestamp with time zone,YES
agent_audit_log,1,id,uuid,NO
agent_audit_log,2,timestamp,timestamp with time zone,YES
agent_audit_log,3,agent_id,text,NO
agent_audit_log,4,agent_version,text,YES
agent_audit_log,5,action,text,NO
agent_audit_log,6,action_category,text,YES
agent_audit_log,7,target_table,text,YES
agent_audit_log,8,target_id,text,YES
agent_audit_log,9,target_count,integer,YES
agent_audit_log,10,input_summary,jsonb,YES
agent_audit_log,11,output_summary,jsonb,YES
agent_audit_log,12,user_context,text,YES
agent_audit_log,13,trigger_source,text,YES
agent_audit_log,14,parent_audit_id,uuid,YES
agent_audit_log,15,duration_ms,integer,YES
agent_audit_log,16,api_calls_made,integer,YES
agent_audit_log,17,tokens_used,integer,YES
agent_audit_log,18,success,boolean,YES
agent_audit_log,19,error_message,text,YES
agent_audit_log,20,error_code,text,YES
agent_audit_log,21,retry_count,integer,YES
agent_audit_log,22,cultural_data_accessed,boolean,YES
agent_audit_log,23,cultural_review_required,boolean,YES
agent_audit_log,24,metadata,jsonb,YES
agent_health_dashboard,1,agent_id,text,YES
agent_health_dashboard,2,name,text,YES
agent_health_dashboard,3,type,text,YES
agent_health_dashboard,4,health_status,text,YES
agent_health_dashboard,5,enabled,boolean,YES
agent_health_dashboard,6,avg_response_time_ms,integer,YES
agent_health_dashboard,7,success_rate,numeric,YES
agent_health_dashboard,8,last_health_check,timestamp with time zone,YES
agent_health_dashboard,9,alert_level,text,YES
agent_proposals,1,id,uuid,NO
agent_proposals,2,agent_id,text,NO
agent_proposals,3,agent_version,text,YES
agent_proposals,4,action_id,uuid,YES
agent_proposals,5,action_name,text,NO
agent_proposals,6,title,text,NO
agent_proposals,7,description,text,YES
