supplier_profile_id,account_id,name,certified,indigenous_marketplace,services_all_australia,states,annual_revenue,employees,ownership_structure,services
a1G2t000000fAbUEAU,0012t000006WVN4AAO,The Trustee for Alexander Clarke Trust,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Trust,Business & strategic planning services; Management consulting & consultants; New business and start up consultation; Supply chain training & management; Administration services
a1G7F0000003DeSUAU,0017F00000wCi4CQAS,Trustee for the Hardy Trust,Certified,No,No,QLD,$1M to $5M,10,Trust,Arborists & tree services; Mulching; Vegetation control & management; Weed control & management; Elevated work platforms hire
a1G7F000000SlohUAC,0017F00000ivi8mQAA,The Goori Group,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",,1,Corporation (Pty Ltd),Accommodation furniture
a1G7F000000SlinUAC,0017F00000ivcIkQAI,The Trustee for We Al Li Trust,Certified,No,No,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,2,Trust,Academic research; Cultural competence training and programs; Tertiary education; Training delivery & facilitation; Vocational education & training
a1GOd000007DlY9MAK,001Od00000fuOGKIA2,JD Lineboring Pty Ltd,Registered,No,No,"ACT, SA, NSW, TAS, VIC, WA",$1M to $5M,7,Corporation (Pty Ltd),Other maintenance & services; Maintenance support; Marine maintenance services; Other maintenance & services; Other maintenance & services; Maintenance support; Marine maintenance services
a1GOd000007DaUfMAK,001Od00000gxSWOIA2,NURAQ PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,4,Corporation (Pty Ltd),Procurement services; IT & ICT services; Supplies and logistic support; Logistics; Ground transport logistics; Procurement services; IT & ICT services; Supplies and logistic support; Logistics; Ground transport logistics
a1GOd000007D60LMAS,001Od00000gsHGbIAM,"FEWRE, JAMES MARK",Registered,No,No,,$0 to $50K,1,Sole Trader,Community events; Computer software; Software development & support & maintenance services; Mobile phones & equipment; Technical equipment; Community events; Computer software; Software development & support & maintenance services; Mobile phones & equipment; Technical equipment
a1GOd000007D8RxMAK,001Od00000gMIXZIA4,CultureStream Pty Ltd,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Cultural events services; Cultural events services
a1G7F00000023lcUAA,0017F00000smIG4QAM,Naanda Australia Pty Ltd,Registered,No,No,WA,$50K to $500K,9,Corporation (Pty Ltd),Pest control; Commercial cleaning; Grounds maintenance; Hygiene services; Pest control; Pest control; Commercial cleaning; Grounds maintenance; Hygiene services; Pest control; Pest control; Commercial cleaning; Grounds maintenance; Hygiene services
a1GOd000006kQs5MAE,001Od00000en9tBIAQ,Wakali NDIS services pty ltd,Registered,No,No,,$0 to $50K,3,Corporation (Pty Ltd),Disability support services; Occupational health & therapy services; Disability support services; Occupational health & therapy services
a1G8w0000004VoHEAU,0018w000002OZprAAG,EAST KIMBERLEY JOB PATHWAYS PTY LTD,Registered,No,No,WA,Over $10M,106,Not-for-Profit (NFP),Community & social services; Disability support services; Waste management & landfill services; Community & social services; Disability support services; Waste management & landfill services
a1GOd0000078WDBMA2,001Od00000dsE62IAE,WestOz Express,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,2,Partnership,Couriers; Logistics; Road freight; Transportation services; Couriers; Logistics; Road freight; Transportation services
a1G8w0000004N1rEAE,0012t000004bkTxAAI,SWEET WATER ART,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Sole Trader,Art Curation & Consultation; Cultural awareness training; Aboriginal Cultural and Heritage Mapping; Clothing design; Art Curation & Consultation; Cultural awareness training; Aboriginal Cultural and Heritage Mapping; Clothing design
a1GOd000007BprBMAS,001Od00000gMxNtIAK,Kija Aboriginal Corporation,Registered,No,No,QLD,$0 to $50K,1,Aboriginal Corporation (Registered with ORIC),Cultural awareness training; Physical education programs; Specialised educational services; Cultural awareness training; Physical education programs; Specialised educational services
a1GOd000007A3YTMA0,001Od00000ghyjzIAA,IWATA AIR & ELECTRICAL PTY LTD,Registered,No,No,NSW,$50K to $500K,3,Corporation (Pty Ltd),Electrical services; Air conditioner installation (commercial and domestic); Air conditioning maintenance & services; Electrical & lighting maintenance supplies & services; Air conditioner installation (commercial and domestic); Air conditioning maintenance & services; Electrical & lighting maintenance supplies & services; Electrical services; Air conditioner installation (commercial and domestic); Air conditioning maintenance & services; Electrical & lighting maintenance supplies & services; Air conditioner installation (commercial and domestic); Air conditioning maintenance & services; Electrical & lighting maintenance supplies & services; Electrical services; Air conditioner installation (commercial and domestic); Air conditioning maintenance & services; Electrical & lighting maintenance supplies & services
a1GOd000005nY8vMAE,001Od00000bTmvOIAS,First Nations Relations,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,0,Sole Trader,Community engagement & consultation services; Cultural awareness training; Cultural competence training and programs; Mentoring and coaching; Training & development; Community engagement & consultation services; Cultural awareness training; Cultural competence training and programs; Mentoring and coaching; Training & development
a1G2t000000fEQGEA2,0012t000008D6ySAAS,BESPOKE CHANGE PTY LTD,Certified,No,No,"ACT, NSW, VIC",$500K to $1M,3,Corporation (Pty Ltd),Change management; Leadership development & coaching; Mentoring and coaching; RAP implementation and assistance; Training delivery & facilitation; Change management; Leadership development & coaching; Mentoring and coaching; RAP implementation and assistance; Training delivery & facilitation
a1G8w0000004xHgEAI,0018w000002v4oRAAQ,BALERT MURA CONSULTANCY PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Landscaping design & architecture services; Urban design & master planning; Cultural awareness training; Landscaping design & architecture services; Urban design & master planning; Cultural awareness training; Landscaping design & architecture services; Urban design & master planning; Cultural awareness training
a1GOd0000077M57MAE,001Od00000gYM2kIAG,Nova Peris Enterprises Pty Limited,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Cultural awareness training; Mentoring and coaching; Motivational speaking; Cultural awareness training; Mentoring and coaching; Motivational speaking; Cultural awareness training; Mentoring and coaching; Motivational speaking
a1GOd0000076z4pMAA,001Od00000fC6uxIAC,"FISK, JAMES DAVID",Registered,No,No,,$50K to $500K,1,Sole Trader,Mowing & slashing services; Weed control & management; Mowing & slashing services; Weed control & management
a1G7F000000SlWxUAK,0017F00000ivccIQAQ,DAVID LINDSAY TURNER TA Working@TheNumbers,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Business & strategic planning services; Management consulting & consultants; Accounting & audit; Debt collection services; Recording & transcription
a1GOd0000076eoLMAQ,001Od00000WZELrIAP,SPINIFEX TRANSFERS PTY LTD,Registered,No,No,,$50K to $500K,2,Corporation (Pty Ltd),Patient transport services; Taxi services & licences; Transportation services; Airport pickup and dropoff services; Tours & tour operations; Patient transport services; Taxi services & licences; Transportation services; Airport pickup and dropoff services; Tours & tour operations; Patient transport services; Taxi services & licences; Transportation services; Airport pickup and dropoff services; Tours & tour operations
a1GOd00000764svMAA,001Od00000g5aL8IAI,LISA BURNS TRAINING STUDIO PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Sport & recreation services; Sport & recreation services; Sport & recreation services
a1GOd0000075zTRMAY,001Od00000eWFbKIAW,PROJECT DUST,Registered,No,No,,$0 to $50K,1,Sole Trader,Dance performances; Mentoring and coaching
a1GOd00000762zBMAQ,001Od00000e1GIeIAM,THREE BURROWS ADVENTURE HIRE PTY LTD,Registered,No,No,,$500K to $1M,2,Corporation (Pty Ltd),Other vehicle hire or purchase; Ute hire or purchase; Van hire or purchase; Vehicle hire or purchase; Other vehicle hire or purchase; Ute hire or purchase; Van hire or purchase; Vehicle hire or purchase
a1GOd00000751VhMAI,001Od00000fztQJIAY,ASB AG PTY LTD,Registered,No,No,"NSW, NT, QLD",$500K to $1M,3,Corporation (Pty Ltd),Mowing & slashing services; Mowing & slashing services; Mowing & slashing services
a1GOd0000075WCvMAM,001Od00000g880MIAQ,Griffiths Fleet Maintenance,Registered,No,No,NSW,$50K to $500K,3,Partnership,Air conditioning maintenance & services; Mechanical plant equipment; Mechanical services & installation; Mining & quarrying machinery; Vehicle mechanical repairs; Air conditioning maintenance & services; Air conditioning maintenance & services; Mechanical plant equipment; Mechanical services & installation; Mining & quarrying machinery; Vehicle mechanical repairs
a1GOd0000075SfZMAU,001Od00000NiuFqIAJ,"SINGLETON, TRACY ANN",Registered,No,No,"ACT, SA, TAS, NT, VIC, WA",$50K to $500K,1,Sole Trader,Community engagement & consultation services; Management consulting & consultants; Policy review and evaluation; Social policy services; Consultancy; Community engagement & consultation services; Management consulting & consultants; Policy review and evaluation; Social policy services; Consultancy
a1G8w0000004DfCEAU,0018w000002OnfNAAS,405 CONSULTING GROUP PTY LTD,Registered,No,No,ACT,$1M to $5M,5,Corporation (Pty Ltd),Business & strategic planning services; Management consulting & consultants; Procurement services; IT project management; Telecommunication services; Business & strategic planning services; Management consulting & consultants; Procurement services; IT project management; Telecommunication services
a1GOd0000074RdVMAU,001Od00000gF8TTIA0,JALURA PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Disability support services; Disability support services; Disability support services
a1GOd0000073jz3MAA,001Od00000g9oYdIAI,"WHITE, BRONWYN ROSANN",Registered,No,No,,$0 to $50K,1,Sole Trader,Home & community care (hacc) services; Risk management; Human health risk assessment; Dental services; Health screening services & programs; Home & community care (hacc) services; Risk management; Human health risk assessment; Dental services; Health screening services & programs
a1GOd000002wgybMAA,001Od00000BSnUKIA1,GENBROOK PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,16,Corporation (Pty Ltd),IT & ICT services; Video & teleconferencing systems; Managed printing services; Paper; Printers & multifunction devices; IT & ICT services; Video & teleconferencing systems; Managed printing services; Paper; Printers & multifunction devices
a1GOd000003kJPJMA2,001Od00000CwK1MIAV,JOY HORTON CONSULTING PTY LTD,Registered,No,No,"ACT, NSW, QLD",$50K to $500K,1,Corporation (Pty Ltd),Social research services; Business & strategic planning services; Community engagement & consultation services; RAP implementation and assistance; Social research services; Business & strategic planning services; Community engagement & consultation services; RAP implementation and assistance; Social research services; Business & strategic planning services; Community engagement & consultation services; RAP implementation and assistance
a1GOd0000070PiLMAU,001Od00000g3muQIAQ,SEQ COOLING,Registered,No,No,,$50K to $500K,1,Sole Trader,"Refrigeration installation, repairs and maintenance; Refrigeration installation, repairs and maintenance; Refrigeration installation, repairs and maintenance"
a1GOd000003qvtJMAQ,0018w000004k1vOAAQ,PB WEST PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,10,Corporation (Pty Ltd),Disability support services; Youth services; Adult & community education programs; Early childhood education; Primary & high school education; Disability support services; Youth services; Adult & community education programs; Early childhood education; Primary & high school education
a1GOd0000072OJxMAM,001Od00000gCyunIAC,"MANN, RENEE JUDITH",Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Cultural awareness training; Cultural competence training and programs; RAP implementation and assistance; Cultural awareness training; Cultural competence training and programs; RAP implementation and assistance
a1G7F000000SpWYUA0,0017F00000ivcOuQAI,Bookabee Australia,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,3,Corporation (Pty Ltd),Cultural awareness training; Cultural competence training and programs; Training delivery & facilitation; Tourism development consulting services; Tours & tour operations; Cultural awareness training; Cultural competence training and programs; Training delivery & facilitation; Tourism development consulting services; Tours & tour operations
a1GOd000003KNrZMAW,001Od00000Fmaq9IAB,CLASSY CARS AND LIMOUSINES,Registered,No,No,VIC,$0 to $50K,1,Sole Trader,Training delivery & facilitation; Driver & chauffeur services; Cultural tours; Tourism; Tours & tour operations
a1GOd000006vzCzMAI,001Od00000MxZI1IAN,GARDARNGU MAINTENANCE PTY LTD,Registered,No,No,WA,$50K to $500K,3,Corporation (Pty Ltd),Landscaping; Grounds maintenance; Equipment hire; Landscaping; Landscaping; Grounds maintenance; Equipment hire; Landscaping; Landscaping; Grounds maintenance; Equipment hire
a1GOd000006wX8DMAU,001Od00000fnv41IAA,First Nations Fashionista,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Sole Trader,Basket Weaving; Community engagement & consultation services; Community events; Textile dyeing & weaving workshops; Jewellery; Basket Weaving; Community engagement & consultation services; Community events; Textile dyeing & weaving workshops; Jewellery
a1GOd000004WQoHMAW,001Od00000JpVhyIAF,Mia Ryan Photography,Registered,No,No,WA,$0 to $50K,1,Sole Trader,Fine arts; Photographer; Photographic and recording media
a1GOd000005S5TJMA0,001Od00000YzJN7IAN,"CATTANACH-FIREBRACE, BIANCIA",Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Sole Trader,New business and start up consultation; Procurement services; Administration services
a1GOd000006tMajMAE,001Od00000fYfNoIAK,STRONG FUTURES ALLIED HEALTH PTY LTD,Registered,No,No,WA,$500K to $1M,14,Corporation (Pty Ltd),Crime & justice services; Disability support services; Adult & community education programs; Occupational health & therapy services; Speech pathology & therapy services; Crime & justice services; Disability support services; Adult & community education programs; Occupational health & therapy services; Speech pathology & therapy services; Crime & justice services; Disability support services; Adult & community education programs; Occupational health & therapy services; Speech pathology & therapy services
a1GOd000006vXILMA2,001Od00000XlamsIAB,WILURAY GUNYAH PTY LTD,Registered,No,No,NSW,$500K to $1M,10,Corporation (Pty Ltd),Community & social services; Disability support services; Youth services; Mentoring and coaching; Community & social services; Disability support services; Youth services; Mentoring and coaching; Community & social services; Disability support services; Youth services; Mentoring and coaching
a1GOd000006yrdtMAA,001Od00000ecIWSIA2,LDM CONCRETE PTY LTD,Registered,No,No,,$50K to $500K,1,Corporation (Pty Ltd),Concreting; Concreting; Concreting
a1GOd000006wYHBMA2,001Od00000IyvXWIAZ,Trade Winds Seafoods,Registered,No,No,,$50K to $500K,1,Sole Trader,Excavators hire; Accommodation & conference facilities
a1GOd000006wUqJMAU,001Od00000EBLIpIAP,MEKA EQUIPMENT SERVICES,Registered,No,No,WA,$0 to $50K,1,Sole Trader,Mining & quarrying machinery; Mining services
a1GOd000006o9e9MAA,001Od00000fG1LXIA0,"DONNELLY, TORI",Registered,No,No,,$0 to $50K,1,Sole Trader,Art Curation & Consultation; Fine arts; Professional artists; Public art; Adult & community education programs
a1GOd000006rIJVMA2,001Od00000exGkrIAE,G CHATFIELD & T.J CHATFIELD,Registered,No,No,"ACT, NSW",$0 to $50K,2,Partnership,Painting supplies & services
a1GOd000006tj4HMAQ,001Od00000feeOvIAI,1st Nations Data Centre Pty Ltd,Registered,No,No,,$0 to $50K,0,Corporation (Pty Ltd),Data security; Data security
a1GOd000006lmTxMAI,001Od00000efRrrIAE,MANN AUSTRALIA PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Tipper truck hire; Road freight; Tipper truck hire; Road freight
a1GOd000000vrPNMAY,0012t000009xVKLAA2,IRONBARK SAFETY PRODUCTS PTY LTD,Certified,No,No,WA,$1M to $5M,4,Corporation (Pty Ltd),Personal protective equipment (ppe); Protective clothing; Safety equipment; Personal protective equipment (ppe); Protective clothing; Safety equipment
a1GOd000005NN7VMAW,001Od00000YNk09IAD,ASHWATER MANAGEMENT PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Advertising: television; Video production & editing services; Content development & instructional design; Film production; Photographic and recording media; Advertising: television; Video production & editing services; Content development & instructional design; Film production; Photographic and recording media
a1GOd000006lXGPMA2,001Od00000elRlhIAE,Voltpro Electrical Pty Ltd,Registered,No,No,,$50K to $500K,2,Corporation (Pty Ltd),Circuit breakers & fuses; Electrical services; Switchboards & switchgear; Air-conditioning systems; Circuit breakers & fuses; Electrical services; Switchboards & switchgear; Air-conditioning systems
