source,name,state,postcode,website,sectors
senvic,"Food Next Door Co-op",VIC,3502,https://www.foodnextdoor.org.au/,"Agriculture; Community & Cultural Development; Food and beverage products; Tourism"
senvic,"Food Works Australia Pty",VIC,3103,http://kitchenchallenge.com.au,""
senvic,"Footscray Community Arts Centre",VIC,3011,http://footscrayarts.com/,""
senvic,"For Change Cafe, Bellfield",VIC,3081,,"Catering; cafe; restaurant; bar; baker"
senvic,"For Change Cafe, Brunswick",VIC,3056,,"Catering; cafe; restaurant; bar; baker"
senvic,"For Change Cafe, Melbourne Uni",VIC,3502,,"Catering; cafe; restaurant; bar; baker"
senvic,"For Change Cafe, Middle Park",VIC,3004,,"Catering; cafe; restaurant; bar; baker"
senvic,"For Change Co.",VIC,3000,https://www.forchangeco.com.au,"Catering; cafe; restaurant; bar; baker; Education and training; Employment; Food and beverage products; Social Enterprise Groups"
senvic,"For Dignity",VIC,3130,https://www.fordignity.com.au/,"Clothing and personal accessories"
senvic,"Forward Thinking Design Pty Ltd",NSW,2763,,"environmental services; business services; education and training"
senvic,"Foundry",VIC,3875,http://www.ifoundthefoundry.com,""
senvic,"Free 3D Hands",VIC,3922,,""
senvic,"Free to Feed",VIC,3070,https://www.freetofeed.org.au,""
senvic,"Friends of Hospice Op Shop Ballarat",VIC,3350,https://www.opshop.org,""
senvic,"Friends of Hospice Op Shop South Ballarat",VIC,3350,https://www.opshop.org,""
senvic,"Friends with honey",VIC,3187,https://www.friendswithhoney.com.au,"Education and training"
senvic,"Fruit2Work",VIC,3026,https://fruit2work.com.au/,"transport; education and training; employment; food and beverage products"
senvic,"Fullness Social Enterprises Society",VIC,,,""
senvic,"Fungi Solutions",VIC,3071,http://www.fungisolutions.com.au,"Manufacturing"
senvic,"Futures Common Equity Housing Co-operative Ltd",VIC,3355,https://www.cehl.com.au,""
senvic,"Game Traffic & Contracting Shepparton",VIC,,https://www.game.org.au,"Building and maintenance trades; Employment; Gardening; landscaping; fencing"
senvic,"Gang-Gang Arts",VIC,3380,https://gggallery.com.au/,""
senvic,"Gardening on Country",VIC,3875,https://www.gardeningoncountry.com,"Gardening; landscaping; fencing; Manufacturing; Recycling and waste management"
senvic,"Geelong Region Local Learning & Employment Network",VIC,3217,,""
senvic,"GELLEN",VIC,3909,https://gellen.org.au,""
senvic,"Gforce Corporate & Finance Pty Ltd",VIC,3350,,""
senvic,"Gippsland East Llen",VIC,,,""
senvic,"GippsTech",VIC,3818,,""
senvic,"Give Industries",VIC,,https://www.giveindustries.com.au,""
senvic,"Give Where You Live Incorporated (GWYL)",VIC,3220,https://www.givewhereyoulive.com.au/,"food and beverage products; employment"
senvic,"Givvable",NSW,2088,,""
senvic,"Glittering Minds",VIC,3204,https://www.glitteringminds.com.au/,""
senvic,"GMHBA Health Insurance",VIC,3350,,""
senvic,"Goddess Cleaning Group",VIC,3178,http://www.goddesscleaninggroup.com.au,""
senvic,"Golden Plains Council",VIC,3331,,""
senvic,"Golden Plains Farmers' Market",VIC,3331,https://www.goldenplainsfarmersmarket.com.au,""
senvic,"Good Cycles",VIC,3133,https://www.goodcycles.org.au/,""
senvic,"Good Grown",VIC,3072,https://goodgrown.co/,"Packaging; distribution and storage"
senvic,"Good Intentions Camping",VIC,,https://www.goodintentionscamping.org/,""
senvic,"Good News Radio",VIC,3355,https://www.goodnewsradio.org.au,""
senvic,"Goods 4 Good",NSW,2015,,"Clothing and personal accessories; Food and beverage products; Furniture and home goods; Social Enterprise Groups"
senvic,"GOODSERCLE - Making Whitegoods Circular",VIC,3071,,"Education and training; Furniture and home goods; Opportunity shops and secondhand shops; Recycling and waste management"
senvic,"Goodsmiths",VIC,3067,http://www.goodsmiths.org,""
senvic,"Goodstart Early Learning (Child care Wendouree)",VIC,3355,https://www.goodstart.org.au,""
senvic,"Goodstart Early Learning (Goodstart Alfredton)",VIC,3350,https://www.goodstart.org.au,""
senvic,"Goodstart Early Learning (Goodstart Mount Helen)",VIC,3355,https://www.goodstart.org.au,""
senvic,"Goodstart Early Learning Ballarat",VIC,3355,https://www.goodstart.org.au,""
senvic,"Goodstart Early Learning Delacombe",VIC,3356,https://www.goodstart.org.au,""
senvic,"Goodstart Early Learning Horsham",VIC,3400,https://www.goodstart.org.au,""
senvic,"Goodtel Communications Pty Ltd",VIC,3205,https://goodtel.com.au,""
senvic,"Goodwill Wine",VIC,3438,https://goodwillwine.com.au,"Food and beverage products"
senvic,"Goolum Goolum Aboriginal Co-operative",VIC,3400,https://www.goolumgoolum.org.au,""
senvic,"GrampianArts",VIC,3402,https://www.grampianarts.com.au,""
senvic,"Great South Coast Economic Migration Project",VIC,3283,https://www.facebook.com/gscemp,""
senvic,"Green Collect",VIC,3019,https://www.greencollect.org/,"Recycling and waste management"
senvic,"Green Lab Futures",VIC,3820,https://www.greenlabfutures.com.au,"Education and training"
senvic,"Greenfingers Stawell",VIC,3380,https://www.greenfingersstawell.com.au,""
senvic,"Grit Leadership",VIC,3000,https://www.gritleadership.com.au,""
senvic,"Grow Lightly Connect",VIC,3951,,""
senvic,"GrowAbility Nursery",VIC,3500,,"Agriculture"
senvic,"Growing Farmers Inc",VIC,3058,https://www.growingfarmers.org.au/,""
senvic,"Guidian Australia",VIC,3012,http://www.guidianaustralia.com,""
senvic,"GV Ragz",VIC,,,""
senvic,"Haddon & District Community House",VIC,3351,,""
senvic,"Halaxy",VIC,,http://halaxy.com,""
senvic,"Hallmark Integrated Health Services",VIC,,https://www.hallmarkoccupationaltherapy.com.au,""
senvic,"HANZA Inc",VIC,3074,https://homeshare.org.au/,""
senvic,"Happily Made",VIC,3057,https://www.happilymade.com.au,""
senvic,"Happy Brain Education",VIC,3803,http://happybrain.org.au,""
senvic,"Harbridge Optimal Performance",VIC,3204,https://www.harbridge.com.au,""
senvic,"HDCE Ltd",VIC,3079,https://www.bendigobank.com.au/branch/vic/community-bank-east-ivanhoe/,"Community & Cultural Development; Finance and insurance"
senvic,"Hepburn Energy",VIC,3460,https://www.hepburnenergy.coop,"Energy and water"
senvic,"Hepburn Springs Swiss & Italian Festa",VIC,3461,,""
senvic,"Her Majesty's Theatre Ballarat",VIC,3350,https://www.hermaj.com,""
senvic,"Her Platform",QLD,4114,https://centreforwomen.org.au,""
senvic,"Hervey Bay Neighbourhood Centre",QLD,4655,http://www.hbnc.net.au,""
senvic,"Himilo Workforce",VIC,3081,https://www.himiloworkforce.org.au/,""
senvic,"HMS community",VIC,3747,,"Medical and allied services"
senvic,"Holy Cheesus",VIC,3134,,"Catering; cafe; restaurant; bar; baker"
senvic,"HomeBase",VIC,3500,,""
senvic,"HomeGround Real Estate",VIC,3066,https://www.homegroundrealestate.com.au/,"Housing; Social Enterprise Groups"
senvic,"HoMie",VIC,3065,https://homie.com.au,"Clothing and personal accessories; Education and training; Employment"
senvic,"Honorbread",NSW,2546,,""
senvic,"Hopetoun Community Hotel Co-operative Society Ltd/Bottlemart Express - Hopetoun Community Hotel Motel",VIC,3396,,""
senvic,"Hopetoun Courier Co-operative Ltd",VIC,3396,,""
senvic,"Horizon Business Plans",VIC,3122,https://www.horizonbusinessplans.com.au/,""
senvic,"Horsham Out of School Hours Care",VIC,3400,,""
senvic,"Horsham Red Cross",VIC,3400,https://www.redcross.org.au/places/retail-store/105/horsham-vic/ Opshop.org,""
senvic,"Hot Office",VIC,3414,http://www.hotoffice.org,""
senvic,"Housing Hub",VIC,3000,http://www.housinghub.org.au,"Accommodation; Business services; Employment; Printing and publishing"
senvic,"Human Rights Arts & Film Festival",VIC,3053,https://www.hraff.org.au/,""
senvic,"Humans of Purpose",VIC,3550,https://www.humansofpurpose.com,"employment; education and training; business services"
senvic,"Humble Sampler",VIC,3442,http://www.humblesampler.com,"Food and beverage products"
senvic,"Hume Bank",NSW,2640,https://www.humebank.com.au/,""
senvic,"Hume City Council",VIC,3047,,""
senvic,"HUMIFORM",VIC,3185,https://www.humiform.org/,""
senvic,"Ifm Investors",VIC,3000,,""
senvic,"Ignite - Small Business Startups",VIC,3053,,"Business services; Community & Cultural Development"
senvic,"illuminate Education Australia",TAS,7250,https://illuminateeducation.com.au,"employment; education and training"
senvic,"Impact Evaluation",VIC,3285,https://www.linkedin.com/in/cameronpr1ce/,""
senvic,"Impact Investing Australia",VIC,3001,http://www.impactinvestingaustralia.com,""
senvic,"Impact Spender",VIC,3188,http://www.impactspender.com.au,""
senvic,"Independent",VIC,3564,,""
senvic,"Infoxchange",VIC,3121,https://www.infoxchange.org/au,"Business services; IT and web design"
senvic,"Infoxchange Social Innovation And Digital Inclusion Team",VIC,3072,,""
senvic,"Inner West Community Foundation",VIC,,,""
senvic,"Inter Club Drop-In Centre Inc",VIC,3350,https://www.interclubballarat.org.au/contact/,""
senvic,"Intrigue Lab",VIC,,,""
senvic,"IPA",VIC,3000,https://www.ipa.com.au/,"Employment"
senvic,"IPA Personnel Services Limited",VIC,3000,https://www.ipa.com.au/,"Business services; Employment"
senvic,"Isaac Jeffries Consulting",VIC,3101,https://www.isaacjeffries.com,""
senvic,"J B Crowe Pty Ltd",NSW,2734,,""
senvic,"Jackson Mcdonald",WA,6000,,""
senvic,"Jaimee Millar",VIC,3280,,""
senvic,"JIGSAW AUSTRALIA PTY LIMITED",NSW,2086,https://jigsawaustralia.com.au/,""
senvic,"Jo Cavanagh Consulting",VIC,3912,,""
senvic,"Joii Limited",QLD,4119,https://joii.org/,"building and maintenance trades"
senvic,"Jubilee Lake Co-operative Ltd",VIC,3460,https://www.jubileelake.com.au,""
senvic,"Just Gold",VIC,3000,https://justgold.net,"arts and culture; business services; community & cultural development; festivals and events; it and web design; media and communications; policy and research"
senvic,"Justice Connect Not-For-Profit Law",VIC,3000,http://www.nfplaw.org.au,"Business services; Education and training; Legal services; Policy and research"
senvic,"JustWorks Recruitment",VIC,3121,https://www.justworks.org.au,"Community & Cultural Development; Education and training; Employment"
senvic,"K&S Langley Fund",SA,5065,,""
senvic,"KANDOU, trading as a house made of wood",VIC,3370,https://www.ahousemadeofwood.com,"Education and training"
senvic,"Kaniva Community Co-operative Ltd",VIC,3419,,""
senvic,"Kaniva Link Neighbourhood House",VIC,3419,https://www.kanivanh.org.au,""
senvic,"Karkana Services",VIC,3401,,""
senvic,"Karuna Dawn",VIC,3130,https://karunadawn.com.au/,"clothing and personal accessories"
senvic,"Kazbah Egyptian Street Food",VIC,3031,,"Catering; cafe; restaurant; bar; baker"
senvic,"Kenshi Life Changing Candles",VIC,3020,,"Furniture and home goods"
senvic,"Kerang Neighbourhood House",VIC,3579,https://www.kerangnh.org.au/,""
senvic,"Kerr Capital",VIC,3065,https://www.kerrcapital.com.au,""
senvic,"kids like us australia limited",VIC,3193,http://www.kidslikeus.org.au,""
senvic,"Kinfolk",VIC,3054,http://www.kinfolk.org.au,"Food and beverage products"
senvic,"King Valley Learning Exchange",VIC,3732,https://www.kingvalleylearningexchange.org.au/,""
senvic,"KNEXT CAREER DESIGN",VIC,3003,https://knext.com.au/,""
senvic,"KNOTbound Ltd",VIC,3029,http://knotbound.com,""
senvic,"Knoxbrooke Enterprises",VIC,3796,,"Employment; Gardening; landscaping; fencing; Manufacturing"
senvic,"Kyabram Community and Learning Centre",VIC,3620,https://www.kclc.com.au/,""
senvic,"Kyneton Copy Centre",VIC,3444,https://www.kynetoncopycentre.com.au/,"Arts and culture; Business services; Employment; Printing and publishing"
senvic,"Kyneton Recycling & Maintenance",VIC,,,""
senvic,"Lady Northcote Recreation Camp",VIC,3340,,""
senvic,"Laharum Hall Committee",VIC,3401,,""
senvic,"Landsborough West Grain Co-operative Ltd",VIC,3384,,""
senvic,"Laneway - Cafe without Borders",VIC,3400,,""
senvic,"Latrobe Valley Authority",VIC,3840,,""
senvic,"Latrobe Valley Enterprises",VIC,3844,http://www.lve.com.au,""
senvic,"Launch Housing",VIC,3047,,""
senvic,"Learning Makers",VIC,3031,https://learningmakers.com,""
senvic,"Lenswap",VIC,3205,https://www.lenswap.com.au,"Medical and allied services; Opportunity shops and secondhand shops"
senvic,"Lentil As Anything",VIC,3067,http://www.lentilasanything.com,""
senvic,"Lifeline Op Shop Ballarat",VIC,3350,https://www.lifeline.org.au/gethelp,""
senvic,"Link Neighbourhood House",VIC,3419,,""
senvic,"Linton News",VIC,3360,https://www.lintoncommunity.com,""
senvic,"lisas creative hub",VIC,3995,,""
senvic,"Live Your Twenties",VIC,3000,https://www.liveyourtwenties.com/,""
senvic,"Lively",VIC,3051,https://lively.org.au,"Community & Cultural Development; Education and training; Employment; Gardening; landscaping; fencing; Medical and allied services; Mental health and wellbeing; Personal and social care"
senvic,"LiveSafe Education",VIC,3189,,"Education and training; Festivals and events; Mental health and wellbeing; Sports and recreation"
senvic,"Living Culture",VIC,3940,https://www.livingculture.org.au/,"Education and training"
senvic,"Local Impact",VIC,3013,https://localimpact.org.au/,"business services"
senvic,"Local Transit Pty Ltd",VIC,3181,https://localtransit.com.au,"Transport"
senvic,"Loconomics Australia",VIC,3070,http://coop.loconomics.com.au,""
senvic,"Lola's Garage",VIC,3418,https://www.opshop.org,""
senvic,"Lord Mayor's Charitable Foundation",VIC,3000,,""
senvic,"Lord Somers Camp & Power House",VIC,3206,http://www.lscph.org.au,""
senvic,"Louise B Creative",VIC,,https://www.louisebcreative.com/,""
senvic,"LoveLuvo",VIC,,,""
senvic,"Lumi Ride Pty Ltd",VIC,3191,https://www.lumiride.com,"Transport"
senvic,"Lumineer Academy",VIC,3016,https://www.lumineer.edu.au/,""
senvic,"Mackey Lawyers Pty Ltd",VIC,3123,,""
senvic,"MADEC Ararat",VIC,3377,https://www.madec.edu.au,""
senvic,"MADEC Horsham",VIC,3400,https://www.madec.edu.au,""
senvic,"MADEC Nhill",VIC,3400,https://www.madec.edu.au,""
senvic,"MADEC St Arnaud",VIC,3478,https://www.madec.edu.au,""
senvic,"MADEC Warracknabeal",VIC,3393,https://www.madec.edu.au,""
senvic,"Magic Valley",VIC,3056,https://www.magicvalley.com.au,""
senvic,"Magpie Goose",VIC,3056,,""
senvic,"Major Road Projects Victoria",VIC,3000,,""
senvic,"Make Studios",VIC,3000,,""
senvic,"Makers' Gallery and Studio Inc",VIC,3400,,""
senvic,"Making A Difference Trust/ Be The Difference Pty Ltd",VIC,3850,,""
senvic,"Mallee Machinery Field Days",VIC,3488,https://www.mmfd.com.au,""
senvic,"Mallee Rising",VIC,3585,https://www.malleerising.com.au,""
senvic,"Mallee Waxes",VIC,,,""
senvic,"Manna Gum Community House",VIC,3960,https://mannagumcommunityhouse.org.au/,""
senvic,"Mansfield Secondary College",VIC,3722,https://www.mansfieldsc.vic.edu.au/,""
senvic,"Marlen's Warehouse",VIC,3040,https://www.facebook.com/MarlensWarehouse/,"Packaging; distribution and storage"
senvic,"Marley St Community Hub",VIC,3850,https://marleystch.weebly.com/,""
senvic,"Marriott Support Services",VIC,3192,http://www.marriott.org.au,"Agriculture; Cleaning; housekeeping & laundry services; Employment; Environmental services; Food and beverage products; Gardening; landscaping; fencing; Manufacturing; Packaging; distribution and storage; Social Enterprise Groups"
senvic,"Marysville and Triangle Community Foundation",VIC,3779,,""
senvic,"Matchworks Bacchus Marsh",VIC,3340,https://www.matchworks.com.au,""
senvic,"MatchWorks Bannockburn",VIC,3340,https://www.matchworks.com.au,""
senvic,"Mates Gin Distillery Pty Ltd",VIC,3995,http://matesgin.com.au,"Food and beverage products"
senvic,"Maven And Muse, House Of Dan",VIC,3181,,""
senvic,"McCallum Disability Services Inc",VIC,3350,https://www.mccallum.org.au,""
senvic,"McCallum Disability Services Inc Alfredton",VIC,3350,https://www.mccallum.org.au,""
senvic,"Meaningful Ageing Australia, See Me Know Me, MAA",NSW,2041,https://www.meaningfulageing.org.au,"Community & Cultural Development; Mental health and wellbeing; Policy and research; Professional associations"
senvic,"MEGT (Australia) Ltd Ballarat",VIC,3350,https://www.mccallum.org.au,""
senvic,"MEGT (Australia) Ltd Horsham",VIC,3400,https://www.megt.com.au,""
senvic,"Melbourne Business School",VIC,3053,,"employment; education and training"
senvic,"Melbourne Coffee Project",VIC,3066,https://www.melbournecoffeeproject.com.au,""
senvic,"Melbourne Cultural Consultants",VIC,,,""
senvic,"Melbourne Farmers Market Alphington",VIC,,,""
senvic,"Melbourne Farmers Markets and Alphington Community Food Hub",VIC,3078,,"Agriculture; Business services; Catering; cafe; restaurant; bar; baker; Community & Cultural Development; Education and training; Energy and water; Environmental services; Festivals and events; Food and beverage products; Recycling and waste management; Social Enterprise Groups; Tourism"
senvic,"Melbourne Farmers Markets Carlton",VIC,3054,,""
senvic,"Melbourne Farmers' Market Coburg",VIC,,,""
senvic,"Melbourne Farmers' Market Collingwood",VIC,,,""
senvic,"Melbourne Farmers' Market University of Melbourne",VIC,,,""
senvic,"Melbourne Food Hub",VIC,3078,http://www.melbournefoodhub.org.au,""
senvic,"Melbourne Social Enterprise Village",VIC,,,""
senvic,"Melbourne SOUP",VIC,3055,https://www.facebook.com/melbournesoup/,"Festivals and events"
senvic,"Mental Health First Aid International",VIC,,,""
senvic,"Merri Creek Management Committee",VIC,3057,,"Education and training; Environmental services"
senvic,"MFM",VIC,3550,,""
senvic,"MiCare",VIC,3166,https://www.micare.com.au,""
senvic,"Midlands Golf Club",VIC,3350,https://www.golf.org.au/midlands-golf-club/,""
senvic,"Migrant Women",VIC,3936,https://mwib.com.au/,""
senvic,"Mildura Chocolate Company",VIC,3500,,""
senvic,"Mildura Riverfront Gallery",VIC,3500,http://www.mildurariverfrontgallery.com.au/,""
senvic,"MindHealthHub",VIC,3555,http://www.mindhealthhub.com.au,""
senvic,"Mindly Studio",VIC,3173,https://mindlystudio.com.au/,""
senvic,"Minerdome Sports Club (Ballarat Basketball Association)",VIC,3350,https://www.ballaratbasketball.com/sports-club/,""
senvic,"Minter Ellison",VIC,3000,,""
senvic,"Minyip Agricultural & Pastoral Society Inc",VIC,3392,,""
senvic,"Momentary",VIC,3066,http://www.momentary.com.au/,""
senvic,"Moorabool Community Enterprises Ltd/ Bendigo Bank",VIC,3342,https://www.bendigobank.com.au,""
senvic,"Moral Fairground",VIC,3056,https://moralfairground.com.au,""
senvic,"Moreland City Council",VIC,3108,,""
senvic,"Mosaik Experiences",VIC,3051,https://www.linkedin.com/company/mosaikxp,"Arts and culture; Community & Cultural Development; Education and training; Sports and recreation"
senvic,"Mount Beauty Neighbourhood Centre Inc",VIC,3699,https://www.mountbeauty.org.au/,"Education and training"
senvic,"Move for a Cause",VIC,3122,,"Sports and recreation"
senvic,"Moving Feast",VIC,3066,http://www.movingfeast.net,"Catering; cafe; restaurant; bar; baker"
senvic,"Mrpv",VIC,3000,,""
senvic,"Mt Clear Pharmacy",VIC,3350,https://www.ufs.com.au,""
senvic,"Mt Xavier Golf Club",VIC,3350,https://www.mtxaviergolfclub.com,""
senvic,"Mtime",VIC,3141,https://www.mtime.com.au,""
senvic,"Mullum Mullum Indigenous Gathering Place - Mullum Creations",VIC,3136,https://mmigp.org.au/,"Arts and culture"
senvic,"Multicultural Arts Victoria",VIC,3039,https://www.mav.org.au/,""
senvic,"Multicultural Consulting Services Pty Ltd",VIC,3011,https://www.multiculturalconsulting.com.au,"community & cultural development; employment"
senvic,"Multicultural Minds",VIC,3052,https://www.multiculturalminds.org,""
senvic,"muMEcations",VIC,3215,https://www.mumecations.com.au/,"Tourism"
senvic,"Murray River Council",NSW,2710,,""
senvic,"Murtoa A&P Society Inc",VIC,3390,,""
senvic,"Museums Victoria",VIC,3000,,""
senvic,"My Sisters' Wardrobe",VIC,3065,https://www.mysisterswardrobe.com.au,""
senvic,"Mycelia Renewables Ltd",VIC,3995,https://www.mycelia.org.au,"Community & Cultural Development; Education and training; Energy and water; Impact and evaluation; Policy and research"
senvic,"Nab",VIC,3000,,""
senvic,"Nadrasca - Industry",VIC,,,""
senvic,"Nairm Marr Djambana",VIC,,,""
senvic,"Nandaly Community Hotel",VIC,3533,https://www.facebook.com/NandalyCommunityHotel/,"Accommodation; Catering; cafe; restaurant; bar; baker; Festivals and events"
senvic,"Natimuk Farmers Market",VIC,3401,,""
senvic,"Navaroo",VIC,3179,https://www.navaroo.com.au/,""
senvic,"Need a Tutor",VIC,3186,https://www.needatutor.com.au,"Education and training"
senvic,"Neighbourhood House Murchison",VIC,3610,https://www.murchison.org.au/,""
senvic,"Neighbourhood Houses Victoria",VIC,3008,https://www.nhvic.org.au/,""
senvic,"New Tracks Local Learning Employment Network",VIC,3672,https://www.netracksllen.org.au/,""
senvic,"Newlife Shield Inc",VIC,3001,https://www.newlife-shield.org.au,"Arts and culture; Community & Cultural Development; Employment; Food and beverage products"
senvic,"NextCare",VIC,3150,,"Personal and social care"
senvic,"Nhill A&P Society Inc",VIC,3418,,""
senvic,"Nigretta",VIC,3300,https://www.wdeaworks.org.au/ndis-social-enterprises/nigretta-of-hamilton,""
senvic,"No Corners Housing",VIC,3011,,""
senvic,"No name as yet",VIC,3079,,""
senvic,"Norlane Community Initiatives",VIC,3214,https://www.norlaneci.org.au,"Catering; cafe; restaurant; bar; baker; Community & Cultural Development"
senvic,"Norris Construction Group",VIC,3216,,""
senvic,"North Ballarat Sports Club",VIC,3355,https://www.northballaratsc.com.au,""
senvic,"Northern Community CareWorks",VIC,3039,https://northerncareworks.org.au,"Community & Cultural Development; Opportunity shops and secondhand shops; Social Enterprise Groups"
senvic,"Northern Grampians Shire Council",VIC,3381,https://www.ngshire.vic.gov.au/Home,""
senvic,"Now and Not Yet Warrandyte",VIC,3113,https://www.nowandnotyet.com.au/,"Catering; cafe; restaurant; bar; baker; Food and beverage products"
senvic,"Numurkah Community Learning Centre",VIC,3636,https://nclcinc.vic.edu.au/,"Community & Cultural Development; Education and training; Mental health and wellbeing"
senvic,"Nuorder The Label",VIC,3143,,""
senvic,"nutribe",VIC,3205,https://www.linkedin.com/company/nutribeorg/?originalSubdomain=au,""
senvic,"OC Connections Enterprises",VIC,3188,,""
senvic,"OCC Enterprises",VIC,3167,https://www.occenterprises.org,"Business services; Manufacturing; Packaging; distribution and storage"
senvic,"Old Beaufort Primary School 60 (BPS60) Committee",NSW,2132,,""
senvic,"Oliver's Diner",VIC,3418,https://www.wwhs.net.au,""
senvic,"One Voice",VIC,3012,https://onevoice.org.au/,""
senvic,"Op Shop – Albert Street Sebastopol",VIC,3356,https://ballaratsouth.unitingchurch.org.au/,""
senvic,"Open Food Network",VIC,3000,http://about.openfoodnetwork.org.au,"Agriculture; Community & Cultural Development; Packaging; distribution and storage"
senvic,"Open Loans",VIC,,,""
senvic,"Opportunity on Inglis - Ballan Op Shop",VIC,3342,,""
senvic,"Our Bus",VIC,,,""
senvic,"Our Community",VIC,3051,https://www.ourcommunity.com.au/,""
senvic,"Our Kitchen - Ballarat Neighbourhood House",VIC,3356,https://www.ballaratnc.org.au/our-kitchen.php,""
senvic,"Our Songlines",VIC,,,""
senvic,"OurVoice",VIC,3121,,"Community & Cultural Development; Policy and research"
senvic,"Out of the Box Sunraysia",VIC,,https://www.facebook.com/outoftheboxsunraysia/,"Agriculture; Food and beverage products"
senvic,"Outlook",VIC,,https://www.outlookvic.org.au,"Employment; Opportunity shops and secondhand shops; Recycling and waste management"
senvic,"Outlook - Darebin",VIC,,,"Recycling and waste management"
senvic,"Outreach Furniture Shop",VIC,3350,https://www.opshop.org,""
senvic,"Pace Development Group",VIC,3182,,""
senvic,"Pages For Wisdom",VIC,3783,,""
senvic,"Pak Worx",VIC,3400,,""
senvic,"Pak360",VIC,3178,https://pak360.com.au,"food and beverage products; recycling and waste management"
senvic,"Pangerang Community House",VIC,3677,http://www.pangerang.org.au,""
senvic,"ParentMedic",VIC,,,""
senvic,"Passing the Baton",VIC,3450,http://telesis.com.au,""
senvic,"Paw Po Products (Nhill Neighbourhood House Learning Centre)",VIC,3418,http://nnhlc.org.au,""
senvic,"People@Work Recruitment",VIC,3350,,""
senvic,"People@Work Recruitment - Ballarat",VIC,,,""
senvic,"People@Work Recruitment - Geelong",VIC,3220,https://peopleatwork.com.au/,""
senvic,"Phonate",VIC,3004,,""
senvic,"Pinarc Disability Support Ballarat",VIC,3350,https://www.pinarc.org.au,""
senvic,"Pinarc Disability Support Bonshaw",VIC,3356,https://www.pinarc.org.au,""
senvic,"Pinarc Disability Support Golden Point",VIC,3350,https://www.pinarc.org.au,""
senvic,"Pinnacle Ararat",VIC,3377,https://www.pinarc.org.au,""
senvic,"Pollinate Group",VIC,3068,,""
senvic,"PonyUp For Good",VIC,3067,https://www.ponyupforgood.com/,""
senvic,"Postel Communications",VIC,3214,,""
senvic,"Precious Plastic Melbourne",VIC,3132,https://www.plastic.org.au,"Education and training; Manufacturing; Recycling and waste management"
senvic,"Presbytery of Port Phillip West",VIC,3219,,""
senvic,"Printing With Purpose",VIC,3810,https://www.printingwithpurpose.org.au,"Printing and publishing"
senvic,"Pro Bono Australia",VIC,3000,https://probonoaustralia.com.au/,"Education and training; Employment; Media and communications; Printing and publishing"
senvic,"Project Jambo",VIC,,https://www.projectjambo.com,""
senvic,"Project Net Zero",VIC,3018,https://www.projectnetzero.com.au,"Furniture and home goods; Packaging; distribution and storage; Recycling and waste management; Transport"
senvic,"Prom Coast Ecolink",VIC,,,""
senvic,"Prospection Consulting",VIC,3000,,""
senvic,"Pulse with Purpose",VIC,3029,https://www.facebook.com/pulsewpurpose/,"Catering; cafe; restaurant; bar; baker; Community & Cultural Development"
senvic,"Purpose and Growth",VIC,3026,,"Manufacturing"
senvic,"Quantum Market Research",VIC,3141,,""
senvic,"QVWC Shop",VIC,3000,,"clothing and personal accessories"
senvic,"RACV",VIC,3000,https://www.racv.com.au/,""
senvic,"RACV Service Centre",VIC,3340,https://www.alanmancemotorsmelton.com.au/service,""
senvic,"RACV Shop Ararat",VIC,3377,https://www.racv.com.au/?cmpid=gp:ararat:agency,""
senvic,"RACV Shop Ballarat",VIC,3377,https://www.racv.com.au/?cmpid=gp:ballarat:shop,""
senvic,"RACV Shop Horsham",VIC,3400,https://www.wilsonbolton.com.au/racv-shop/,""
senvic,"Raise Our Voice Australia",VIC,3031,https://www.raiseourvoiceaustralia.com,""
senvic,"Randstad",VIC,3065,,""
senvic,"Reach & Match",VIC,,,""
senvic,"ReActivate",VIC,3844,,"Community & Cultural Development"
senvic,"recovawear",VIC,3072,https://www.recovawear.com,""
senvic,"Red Cross",VIC,3104,,""
senvic,"Red Hat Impact",VIC,3000,https://redhatimpact.com,""
senvic,"Refugee Talent",VIC,3000,,""
senvic,"Regenerative Communities",VIC,3500,https://www.regenerativecommunities.com.au,""
senvic,"Reground",VIC,3058,https://www.reground.com.au/,""
senvic,"Relationships Australia Victoria (RAV)",VIC,3350,https://www.relationshipsvictoria.org.au/,""
senvic,"Renee Otmar Consultancy",VIC,3220,,""
senvic,"Rethink Recycling",VIC,3171,,"Education and training; Environmental services; Manufacturing"
senvic,"Revlearn",VIC,3000,,"Education and training"
senvic,"Rmit",VIC,3000,,""
senvic,"Rohs Road Recycling & Gardening",VIC,3550,https://www.windarring.org.au/,"Employment; Environmental services; Furniture and home goods; Gardening; landscaping; fencing; Packaging; distribution and storage; Recycling and waste management"
senvic,"Room at the Table Inc",VIC,3673,https://roomatthetable.org.au/,""
senvic,"Roz's Ice Cream",VIC,3000,http://stillbeingdeveloped.com,""
senvic,"Ruby Saltbush Cafe",VIC,,,""
senvic,"Rupanyup A&P Society Inc",VIC,3388,,""
senvic,"Rupanyup/Minyip Finance Group Ltd",VIC,3388,,""
senvic,"Sammantha Leesonja",VIC,3056,https://www.hiddenspacestudios.com/,""
senvic,"Save the Children Op Shop - Ararat",VIC,3377,https://www.savethechildren.org.au/get-involved/op-shops,""
senvic,"Scope (Vic) Ltd",VIC,3350,https://www.scopeaust.org.au,""
senvic,"Scotsburn Nurseries",VIC,3173,,""
