"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"6A.17","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","59.2","42.9","49.7","37.7","66.9","46.2","25.0","56.3","49.4"
"6A.17","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","9.7","14.6","6.9","25.3","17.7","7.1","21.3","13.8","6.0"
"6A.17","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","38.2","50.3","32.6","29.6","45.2","49.2","8.5","43.9","39.4"
"6A.17","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","7.4","13.0","8.5","13.3","18.2","11.7","np","23.9","1.5"
"6A.17","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","45.0"
"6A.17","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","21.0"
"6A.17","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","15.4"
"6A.17","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","4.8"
"6A.17","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","52.1","59.6","60.4","60.8","54.8","46.4","np","71.4","54.5"
"6A.17","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","16.0","6.5","17.0","17.2","17.2","18.9","np","22.7","6.0"
"6A.17","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","42.4","34.4","40.0","29.6","49.5","36.5","23.3","42.2","38.6"
"6A.17","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","10.6","14.8","12.4","15.0","16.7","15.4","np","13.0","6.0"
"6A.17","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","47.8"
"6A.17","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","16.0"
"6A.17","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","31.2"
"6A.17","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","8.1"
"6A.17","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","59.8","58.8","42.3","57.3","53.7","44.9","31.4","33.3","52.4"
"6A.17","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","10.5","16.7","10.1","15.2","12.1","19.4","np","21.6","5.5"
"6A.17","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","40.5","34.8","33.1","44.5","49.0","31.0","22.5","32.4","39.1"
"6A.17","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","10.6","11.1","13.9","13.5","16.2","17.1","np","12.7","6.4"
"6A.17","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","45.0"
"6A.17","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","8.4"
"6A.17","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","16.1"
"6A.17","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","10.8"
"6A.17","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","56.5","61.7","65.6","51.5","58.4","50.0","61.0","91.9","59.5"
"6A.17","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","14.4","25.2","12.5","11.4","13.7","17.3","27.7","7.9","7.7"
"6A.17","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","47.9","34.2","38.8","36.3","48.0","50.0","18.5","37.0","40.3"
"6A.17","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","15.0","11.7","10.7","18.1","15.5","13.6","np","29.2","4.7"
"6A.17","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","63.8"
"6A.17","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","12.3"
"6A.17","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","21.7"
"6A.17","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","8.3"
"6A.17","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","47.3","53.1","57.6","56.9","59.3","50.0","63.8","58.8","51.7"
"6A.17","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","12.2","7.0","11.3","12.7","10.9","13.6","25.3","21.1","5.4"
"6A.17","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","36.4","31.0","34.4","43.0","42.1","52.8","23.0","39.7","36.4"
"6A.17","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","7.0","7.3","8.2","8.8","11.4","17.8","np","16.0","2.5"
"6A.17","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","63.8"
"6A.17","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","","","","","","","","","13.9"
"6A.17","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","30.1"
"6A.17","2019-20","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","","","","","","","","","11.2"
"6A.17","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","57.8","46.7","60.3","45.0","43.4","40.7","44.9","60.3","52.5"
"6A.17","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","7.8","11.5","10.6","14.0","7.0","18.6","22.4","32.4","4.8"
"6A.17","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","34.0","33.4","38.7","31.3","39.5","24.4","14.5","31.2","35.3"
"6A.17","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","7.4","11.7","8.3","9.2","9.8","9.0","np","19.7","3.9"
"6A.17","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","51.1"
"6A.17","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","13.5"
"6A.17","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","28.2"
"6A.17","2018-19","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","12.9"
"6A.17","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","55.2","46.3","59.8","45.9","45.1","56.9","63.3","61.1","51.8"
"6A.17","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","6.6","9.4","8.2","15.1","9.4","18.8","17.1","21.7","3.1"
"6A.17","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","33.8","36.3","43.3","38.6","44.2","37.7","45.1","52.6","38.3"
"6A.17","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","7.9","9.6","9.4","15.1","12.0","11.5","32.1","18.0","4.1"
"6A.17","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","58.0"
"6A.17","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","12.7"
"6A.17","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","20.1"
"6A.17","2017-18","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","14.0"
"6A.17","2016-17","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","50.6","59.4","57.9","56.5","50.5","54.9","56.5","61.4","53.8"
"6A.17","2016-17","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","10.2","10.8","14.3","5.2","11.6","17.5","33.6","15.6","6.7"
"6A.17","2016-17","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","47.6","34.3","41.8","36.5","44.8","26.8","35.0","55.8","41.1"
"6A.17","2016-17","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","10.0","6.7","10.2","9.9","8.4","10.0","27.1","24.4","3.1"
"6A.17","2016-17","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","58.0"
"6A.17","2016-17","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","14.0"
"6A.17","2016-17","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","39.0"
"6A.17","2016-17","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","11.4"
"6A.17","2015-16","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","56.4","56.1","58.3","49.3","59.5","46.4","36.7","68.2","54.9"
"6A.17","2015-16","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","6.3","6.8","6.4","12.0","18.2","13.7","15.3","15.1","2.9"
"6A.17","2015-16","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","39.5","45.1","41.8","38.3","40.9","33.0","14.2","42.1","40.8"
"6A.17","2015-16","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","8.9","2.8","3.4","8.4","11.8","12.7","np","17.2","3.8"
"6A.17","2015-16","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","51.7"
"6A.17","2015-16","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","8.3"
"6A.17","2015-16","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","30.4"
"6A.17","2015-16","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","8.4"
"6A.17","2014-15","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","","ABS Crime Victimisation","%","56.0","52.4","60.6","55.4","48.2","47.7","70.4","51.3","54.7"
"6A.17","2014-15","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","%","6.5","8.1","11.5","10.4","7.7","17.1","21.4","13.6","3.0"
"6A.17","2014-15","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","","ABS Crime Victimisation","%","36.4","39.8","43.5","38.2","43.0","45.2","21.1","28.8","38.8"
"6A.17","2014-15","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","%","7.8","6.8","11.1","4.1","11.7","14.9","16.7","24.0","3.2"
"6A.17","2014-15","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","54.0"
"6A.17","2014-15","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","16.4"
"6A.17","2014-15","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","24.7"
"6A.17","2014-15","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected personal crimes","","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","11.6"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","","ABS Crime Victimisation","%","75.9","68.9","82.1","73.4","59.5","85.2","60.4","85.7","74.8"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","11.2","9.9","4.8","9.5","15.9","7.0","21.2","8.1","5.1"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","","ABS Crime Victimisation","%","44.7","48.0","47.6","53.9","36.5","31.9","34.1","51.7","47.6"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","15.8","13.0","6.4","12.1","19.6","12.8","27.9","13.7","5.3"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","83.7"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","3.3"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","","ABS Crime Victimisation","%","41.9","52.7","56.9","40.5","51.4","52.8","75.0","37.8","50.5"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","95%CI","Derived from ABS Crime Victimisation","%","10.8","10.5","13.4","14.4","8.5","15.9","5.6","10.4","4.3"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","","ABS Crime Victimisation","%","49.6","51.3","61.1","59.5","59.0","52.7","53.8","61.8","54.8"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","95%CI","Derived from ABS Crime Victimisation","%","11.0","8.5","10.3","9.0","11.6","4.1","25.4","11.7","3.9"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","","ABS Crime Victimisation","%","40.6","40.0","26.9","48.5","35.3","50.0","46.3","64.3","37.3"
"6A.18","2023-24","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","95%CI","Derived from ABS Crime Victimisation","%","5.8","4.1","12.0","12.3","12.7","17.0","26.5","20.8","3.9"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","","ABS Crime Victimisation","%","63.4","79.8","75.7","83.9","68.1","63.8","60.0","72.3","73.7"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","12.8","12.5","10.7","1.0","10.7","22.1","29.6","12.5","6.2"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","","ABS Crime Victimisation","%","52.5","40.1","45.5","47.5","48.1","13.2","52.3","38.9","46.2"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","11.7","13.4","8.7","8.3","17.3","np","20.2","14.9","5.5"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","85.9"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","1.7"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","","ABS Crime Victimisation","%","58.2","61.9","53.2","37.1","54.7","45.2","50.0","59.4","53.0"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","95%CI","Derived from ABS Crime Victimisation","%","15.6","9.3","4.8","9.7","11.8","15.8","23.8","19.4","5.5"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","","ABS Crime Victimisation","%","47.9","53.2","48.2","55.0","52.2","47.4","54.1","51.3","51.6"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","95%CI","Derived from ABS Crime Victimisation","%","6.3","8.1","5.8","8.4","5.3","11.9","14.2","13.1","4.1"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","","ABS Crime Victimisation","%","31.2","39.7","36.4","41.8","30.8","39.1","57.1","36.8","36.4"
"6A.18","2022-23","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","95%CI","Derived from ABS Crime Victimisation","%","5.7","13.2","8.7","13.0","15.0","18.5","23.7","21.5","4.1"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","","ABS Crime Victimisation","%","69.8","85.2","60.2","79.6","78.3","62.7","73.9","62.5","72.2"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","13.1","10.2","9.3","9.7","4.3","21.5","22.9","16.8","3.4"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","","ABS Crime Victimisation","%","47.0","44.6","43.8","40.3","48.5","27.7","90.6","55.0","43.2"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","12.8","14.2","6.5","13.5","15.7","15.5","11.9","13.8","5.0"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","93.5"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","9.0"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","","ABS Crime Victimisation","%","54.8","53.7","61.2","45.2","55.2","47.5","65.6","55.2","53.9"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Theft from motor vehicle","","","","95%CI","Derived from ABS Crime Victimisation","%","7.9","11.1","10.7","9.1","11.3","22.0","22.6","15.3","3.0"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","","ABS Crime Victimisation","%","46.0","52.7","49.7","49.5","44.9","45.6","45.5","60.7","49.2"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Malicious property damage","","","","95%CI","Derived from ABS Crime Victimisation","%","9.5","8.5","10.2","7.7","9.5","12.3","15.2","12.0","4.8"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","","ABS Crime Victimisation","%","31.5","31.3","25.2","42.3","33.5","19.1","31.9","45.8","31.9"
"6A.18","2021-22","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Other theft","","","","95%CI","Derived from ABS Crime Victimisation","%","10.6","8.2","11.1","11.4","16.7","18.0","18.0","19.5","3.9"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","","ABS Crime Victimisation","%","71.2","66.7","64.0","79.9","54.6","73.5","82.9","71.4","68.0"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","2.1","7.2","17.4","9.6","17.6","16.9","27.9","16.1","4.3"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","","ABS Crime Victimisation","%","43.4","46.8","46.2","46.9","50.8","54.3","38.7","45.7","45.1"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Attempted break-in","","","","95%CI","Derived from ABS Crime Victimisation","%","12.4","11.3","13.1","12.7","14.8","13.1","23.6","14.0","4.5"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","","ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","83.9"
"6A.18","2020-21","Reporting rates","All ages","All people","All people","All areas","","Experienced and reported crimes","Selected property crimes","","Motor vehicle theft","","","","95%CI","Derived from ABS Crime Victimisation","%","np","np","np","np","np","np","np","np","13.0"
