"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Salaries","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","3744.7","3129.0","2452.2","1348.8","809.7","257.1","157.7","331.6","12230.8"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Superannuation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","380.0","325.3","358.8","134.9","93.3","35.8","22.6","34.2","1385.0"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","158.5","214.0","0","77.2","41.6","0","0","18.6","509.8"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total salaries and payments","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4283.2","3668.3","2811.0","1560.9","944.6","293.0","180.3","384.4","14125.6"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Other recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","938.9","671.9","656.0","473.8","223.0","146.7","57.5","112.1","3279.8"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Depreciation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","264.4","270.2","129.6","149.4","52.5","50.6","9.9","33.1","959.7"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5486.5","4610.3","3596.5","2184.2","1220.1","490.2","247.7","529.7","18365.2"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Revenue from own sources (ROS)","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","175.6","41.6","217.5","57.3","130.8","73.2","2.1","32.9","731.0"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Total recurrent expenditure less ROS and payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5152.3","4354.8","3379.1","2049.8","1047.7","417.0","245.6","478.2","17124.4"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","User cost of capital","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","163.2","224.1","150.2","104.1","42.7","19.7","6.4","31.0","741.5"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","Capital expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","215.1","207.6","320.5","116.6","108.3","15.7","7.6","75.2","1066.6"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total cash expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5278.7","4333.8","3787.5","2074.1","1234.3","455.4","245.4","553.1","17962.3"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total accrual costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5649.6","4834.5","3746.7","2288.2","1262.8","509.9","254.1","560.7","19106.6"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","238056","193594","174297","180485","172932","152971","154109","233526","197507"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average non-police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","116457","102460","95760","101459","102237","113437","132078","72067","103036"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Land","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","719672","678725","564292","279692","139815","74882","40550","30909","2528537"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Buildings and fittings","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1381753","2397295","1505329","972221","492799","217439","46789","300807","7314432"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Other","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","657831","404573","371967","328793","41492","28813","33407","87151","1954026"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Total value of assets","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","2759255","3480594","2441587","1580706","674106","321134","120746","418867","11796995"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5315.5","4578.9","3529.2","2153.8","1090.4","436.7","252.0","509.2","17865.9"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","","Police services expenditure","Average annual growth rate real recurrent expenditure from 2020-21 to 2024-25","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","%","2.9","-0.9","4.5","3.0","0.6","7.2","2.8","1.3","2.0"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure per person in the population","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","622.05","653.09","628.12","715.87","576.44","758.52","523.19","1942.08","652.04"
"6A.1","2024-25","Recurrent expenditure","All ages","All people","All people","All areas","","Police services expenditure","Average annual growth rate per person in the population from 2020-21 to 2024-25","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","%","1.5","-2.5","2.4","0.5","-0.8","6.5","0.9","-0.1","0.4"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Salaries","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","3884.1","3030.0","2309.3","1254.8","781.3","253.5","149.9","333.9","11996.9"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Superannuation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","610.4","319.4","337.7","121.0","88.1","34.3","22.4","32.8","1566.2"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","173.5","203.4","0","71.2","40.5","0","0","18.7","507.2"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total salaries and payments","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4667.9","3552.8","2647.0","1447.1","909.9","287.9","172.2","385.5","14070.3"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Other recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","958.7","684.5","596.8","470.0","205.5","141.9","59.6","102.2","3219.2"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Depreciation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","261.6","275.3","114.3","132.6","49.6","53.4","11.3","30.0","928.0"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5888.2","4512.7","3358.1","2049.6","1165.0","483.2","243.0","517.7","18217.5"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Revenue from own sources (ROS)","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","165.0","35.8","167.4","52.8","136.7","62.5","1.6","18.8","640.6"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Total recurrent expenditure less ROS and payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5549.7","4273.5","3190.7","1925.6","987.8","420.6","241.5","480.1","17069.6"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","User cost of capital","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","155.8","237.3","126.8","90.3","37.2","19.7","6.6","27.0","700.6"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","Capital expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","254.2","228.0","260.2","85.4","46.3","16.3","6.6","25.0","922.0"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total cash expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5707.3","4261.9","3503.9","1931.3","1121.3","446.1","238.4","494.0","17704.2"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total accrual costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","6044.0","4750.0","3484.9","2139.9","1202.2","502.8","249.7","544.6","18918.1"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","257349","187263","171839","172639","168850","157609","153960","233471","199796"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average non-police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","119109","90458","87980","95485","101863","111263","124935","95904","98297"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Land","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","706087","705642","581613","291959","120199","74979","42064","29405","2551948"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Buildings and fittings","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1339128","2549267","1239227","835828","412830","217407","49300","290582","6933567"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Other","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","607811","417511","345745","292308","52173","28627","33649","46327","1824151"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Total value of assets","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","2653026","3672420","2166585","1420094","585202","321012","125013","366313","11309667"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5705.5","4510.8","3317.5","2015.9","1025.0","440.3","248.1","507.1","17770.2"
"6A.1","2023-24","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure per person in the population","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","676.43","653.18","600.09","688.51","549.23","766.13","527.65","1999.35","658.97"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Salaries","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","3528.2","3001.5","2260.5","1246.0","782.7","242.8","149.2","314.9","11525.7"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Superannuation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","752.2","314.7","346.2","117.4","85.8","32.2","22.4","30.2","1701.1"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","191.3","180.5","0","71.3","40.2","0","0","17.7","500.9"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total salaries and payments","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4471.7","3496.6","2606.6","1434.7","908.6","275.0","171.6","362.8","13727.7"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Other recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","891.1","741.3","531.8","405.7","196.6","111.9","55.3","97.4","3031.0"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Depreciation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","257.5","282.9","126.6","123.6","49.3","11.1","7.7","31.2","889.9"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5620.3","4520.9","3265.0","1963.9","1154.5","398.1","234.6","491.4","17648.6"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Revenue from own sources (ROS)","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","166.5","42.4","243.4","54.2","132.7","55.9","1.6","19.6","716.4"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Total recurrent expenditure less ROS and payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5262.5","4298.0","3021.6","1838.4","981.6","342.1","233.0","454.1","16431.3"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","User cost of capital","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","142.5","252.1","128.0","90.1","29.6","19.5","6.4","28.7","696.9"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","Capital expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","232.4","173.2","159.1","103.8","27.0","30.1","17.8","40.5","783.9"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total cash expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5403.9","4230.7","3297.5","1872.9","1092.0","417.0","244.7","483.0","17041.7"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total accrual costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5762.8","4773.0","3393.0","2054.0","1184.1","417.6","241.0","520.0","18345.5"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","238405","187260","174385","177049","171643","157288","164753","230645","196768"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average non-police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","119275","90171","97642","102853","100381","108114","108661","88760","100768"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Land","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","653914","728425","520079","285405","78025","78876","44028","27972","2416724"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Buildings and fittings","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1200992","2757243","1262186","755024","319477","220825","60205","314693","6890645"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Other","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","580017","394295","337734","371416","50480","23273","20112","43561","1820888"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Total value of assets","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","2434924","3879963","2119999","1411845","447982","322974","124345","386226","11128257"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5405.0","4550.1","3149.6","1928.6","1011.2","361.7","239.4","482.7","17128.2"
"6A.1","2022-23","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure per person in the population","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","656.04","678.69","585.61","682.63","551.29","632.74","519.47","1929.80","652.05"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Salaries","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","3315.8","3068.6","2248.1","1348.1","765.6","241.0","145.8","317.5","11450.4"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Superannuation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","701.0","319.7","275.6","117.3","84.9","31.4","22.3","28.8","1581.0"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","158.2","160.0","0","84.1","40.2","0","0","17.8","460.3"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total salaries and payments","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4174.9","3548.3","2523.7","1549.6","890.7","272.4","168.1","364.1","13491.7"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Other recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","794.6","815.8","512.3","413.0","219.5","99.9","55.1","89.6","2999.7"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Depreciation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","273.4","295.7","129.5","124.3","50.7","15.5","8.3","29.5","927.0"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5243.0","4659.8","3165.5","2086.9","1160.9","387.7","231.5","483.2","17418.4"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Revenue from own sources (ROS)","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","207.3","26.5","225.7","52.2","138.8","55.0","1.7","18.0","725.2"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Total recurrent expenditure less ROS and payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4877.5","4473.2","2939.8","1950.5","981.9","332.8","229.8","447.4","16232.9"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","User cost of capital","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","138.5","270.7","122.3","85.1","27.6","16.6","4.9","29.0","694.8"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","Capital expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","175.5","198.6","124.7","114.3","24.9","32.3","17.5","29.2","717.0"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total cash expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4986.8","4402.7","3160.7","1992.7","1094.9","404.6","240.8","465.0","16748.1"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total accrual costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5381.5","4930.4","3287.8","2172.0","1188.5","404.3","236.5","512.2","18113.2"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","213877","187290","165503","185682","166066","153555","173584","243193","188963"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average non-police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","122153","93605","102221","114124","106497","118909","113275","82151","105433"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Land","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","664150","763780","569542","239968","79457","73839","41159","19197","2451091"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Buildings and fittings","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1106788","2966656","1218013","702765","294553","182441","51425","314534","6837173"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Other","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","624627","416719","311334","361416","50295","25152","10382","47757","1847683"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Total value of assets","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","2395565","4147155","2098889","1304149","424306","281432","102966","381488","11135948"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5016.0","4743.9","3062.1","2035.7","1009.5","349.4","234.7","476.3","16927.7"
"6A.1","2021-22","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure per person in the population","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","619.61","723.16","581.60","736.97","558.80","613.13","517.80","1910.34","656.96"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Salaries","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","3247.9","3063.5","2208.4","1260.9","808.2","228.9","144.1","325.6","11287.6"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Superannuation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","538.5","324.0","264.5","113.8","87.2","28.8","21.8","28.1","1406.7"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","142.4","150.9","0","78.1","41.7","..","0","18.3","431.4"
